league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
championship,2014,afcbournemouth,bournemouth,88,True
championship,2014,birminghamcity,birmingham,83,True
championship,2014,blackburnrovers,blackburn,75,True
championship,2014,blackpoolfc,blackpool,90,True
championship,2014,boltonwanderers,bolton,57,False
championship,2014,brentfordfc,brentford,90,True
championship,2014,brightonhovealbion,brighton,62,False
championship,2014,cardiffcity,cardiff,78,True
championship,2014,charltonathletic,charlton,67,False
championship,2014,derbycounty,derby,62,False
championship,2014,fcfulham,fulham,86,True
championship,2014,fcmiddlesbrough,middlesbrough,93,True
championship,2014,fcreading,reading,88,True
championship,2014,fcwatford,watford,88,True
championship,2014,huddersfieldtown,huddersfield,86,True
championship,2014,ipswichtownfc,ipswich,70,True
championship,2014,leedsunitedfc,leeds,56,False
championship,2014,millwallfc,millwall,89,True
championship,2014,norwichcity,norwich,78,True
championship,2014,nottinghamforest,nottmforest,81,True
championship,2014,rotherhamunited,rotherham,75,True
championship,2014,sheffieldwednesday,sheffwed,62,False
championship,2014,wiganathletic,wigan,56,False
championship,2014,wolverhamptonwanderers,wolves,43,False
