league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
campeonatobrasileiroseriea,2021,atleticomineiro,atleticomg,101,True
campeonatobrasileiroseriea,2021,atleticogoianiense,atleticogo,101,True
campeonatobrasileiroseriea,2021,americamineiro,americamg,70,True
campeonatobrasileiroseriea,2021,athleticoparanaense,athleticopr,73,True
campeonatobrasileiroseriea,2021,cearasc,ceara,83,True
campeonatobrasileiroseriea,2021,chapecoense,chapecoense,100,True
campeonatobrasileiroseriea,2021,crflamengo,flamengo,89,True
campeonatobrasileiroseriea,2021,cuiabaec,cuiaba,86,True
campeonatobrasileiroseriea,2021,ecbahia,bahia,83,True
campeonatobrasileiroseriea,2021,ecjuventude,juventude,90,True
campeonatobrasileiroseriea,2021,fluminensefc,fluminense,91,True
campeonatobrasileiroseriea,2021,fortalezaec,fortaleza,90,True
campeonatobrasileiroseriea,2021,gremiofbpa,gremio,75,True
campeonatobrasileiroseriea,2021,rbbragantino,bragantino,91,True
campeonatobrasileiroseriea,2021,santosfc,santos,86,True
campeonatobrasileiroseriea,2021,saopaulofc,saopaulo,89,True
campeonatobrasileiroseriea,2021,sccorinthians,corinthians,92,True
campeonatobrasileiroseriea,2021,scinternacional,internacional,93,True
campeonatobrasileiroseriea,2021,sepalmeiras,palmeiras,90,True
campeonatobrasileiroseriea,2021,sportrecife,sport,62,False
