league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
championship,2024,afcsunderland,afcsunderland,100,True
championship,2024,blackburnrovers,blackburn,75,True
championship,2024,bristolcity,bristolcity,100,True
championship,2024,cardiffcity,cardiff,78,True
championship,2024,coventrycity,coventrycity,100,True
championship,2024,derbycounty,derby,62,False
championship,2024,fcburnley,fcburnley,100,True
championship,2024,fcmiddlesbrough,middlesbrough,93,True
championship,2024,fcportsmouth,fcportsmouth,100,True
championship,2024,fcwatford,watford,88,True
championship,2024,hullcity,hullcity,100,True
championship,2024,leedsunitedfc,leeds,56,False
championship,2024,lutontown,luton,71,True
championship,2024,millwallfc,millwall,89,True
championship,2024,norwichcity,norwich,78,True
championship,2024,oxfordunited,oxfordunited,100,True
championship,2024,plymouthargyle,plymouthargyle,100,True
championship,2024,prestonnorthend,prestonne,75,True
championship,2024,queensparkrangers,qpr,30,False
championship,2024,sheffieldunited,sheffutd,70,True
championship,2024,sheffieldwednesday,sheffwed,62,False
championship,2024,stokecity,stoke,71,True
championship,2024,swanseacityafc,swansea,67,False
championship,2024,westbromwichalbion,westbrom,62,False
