league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
bundesliga,2016,1fccolonia,colonia,82,True
bundesliga,2016,1fsvmainz05,mainz,62,False
bundesliga,2016,bayer04leverkusen,leverkusen,74,True
bundesliga,2016,borussiadortmund,dortmund,67,False
bundesliga,2016,borussiamonchengladbach,mgladbach,56,False
bundesliga,2016,fcaugsburg,augsburg,89,True
bundesliga,2016,fcbayernmunique,bayern,57,False
bundesliga,2016,fcingolstadt04,ingolstadt,83,True
bundesliga,2016,hamburgersv,hamburgo,74,True
bundesliga,2016,herthaberlim,herthaberlim,100,True
bundesliga,2016,rbleipzig,leipzig,88,True
bundesliga,2016,scfreiburg,freiburg,89,True
bundesliga,2016,schalke04,schalke,88,True
bundesliga,2016,sgeintrachtfrankfurt,frankfurt,62,False
bundesliga,2016,svdarmstadt98,darmstadt98,92,True
bundesliga,2016,tsg1899hoffenheim,hoffenheim,74,True
bundesliga,2016,vflwolfsburg,wolfsburg,86,True
bundesliga,2016,werderbremen,werderbremen,100,True
