league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
2bundesliga,2004,1fccolonia,colonia,82,True
2bundesliga,2004,1fcsaarbrucken,saarbrucken,88,True
2bundesliga,2004,alemanniaaachen,alemaachen,80,True
2bundesliga,2004,fcenergiecottbus,energcottbus,86,True
2bundesliga,2004,fcerzgebirgeaue,erzgebirgeaue,93,True
2bundesliga,2004,karlsruhersc,karlsruher,91,True
2bundesliga,2004,lrahlen,lrahlen,100,True
2bundesliga,2004,msvduisburg,msvduisburg,100,True
2bundesliga,2004,rotweierfurt,rotweierfurt,100,True
2bundesliga,2004,rotweioberhausen,rwoberhausen,86,True
2bundesliga,2004,rotweissessen,rwessen,70,True
2bundesliga,2004,sgdynamodresden,dynamodresden,93,True
2bundesliga,2004,sgeintrachtfrankfurt,frankfurt,62,False
2bundesliga,2004,spvgggreutherfurth,greutherfurth,84,True
2bundesliga,2004,spvggunterhaching,unterhaching,83,True
2bundesliga,2004,sveintrachttrier05,eintrachttrier,88,True
2bundesliga,2004,svwackerburghausen,wburghausen,76,True
2bundesliga,2004,tsv1860munique,1860munique,88,True
