league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligaportugal,2005,academicadecoimbra,academica,67,False
ligaportugal,2005,boavistafc,boavista,89,True
ligaportugal,2005,cdnacional,nacional,89,True
ligaportugal,2005,cfosbelenenses,belenenses,83,True
ligaportugal,2005,clubefutebolestreladaamadora,cfestrela,49,False
ligaportugal,2005,clubsportmaritimo,maritimo,64,False
ligaportugal,2005,fcpacosdeferreira,pacosferreira,87,True
ligaportugal,2005,fcporto,fcporto,100,True
ligaportugal,2005,futebolclubepenafiel,penafiel,57,False
ligaportugal,2005,gilvicentefutebolclube,gilvicente,62,False
ligaportugal,2005,naval1odemaio,naval1odemaio,100,True
ligaportugal,2005,rioavefutebolclube,rioave,50,False
ligaportugal,2005,scbraga,braga,83,True
ligaportugal,2005,slbenfica,benfica,88,True
ligaportugal,2005,sportingcp,sporting,89,True
ligaportugal,2005,udleiria,leiria,86,True
ligaportugal,2005,vitoriafutebolclube,vitoriafc,64,False
ligaportugal,2005,vitoriasportclube,vitguimaraes,48,False
