league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
laliga2,2008,albacetebalompie,albacete,67,False
laliga2,2008,alicantecf,alicante,89,True
laliga2,2008,cdcastellon,castellon,90,True
laliga2,2008,cdtenerife,tenerife,89,True
laliga2,2008,celtadevigo,celtadevigo,100,True
laliga2,2008,cordobacf,cordoba,88,True
laliga2,2008,deportivoalaves,alaves,57,False
laliga2,2008,elchecf,elche,83,True
laliga2,2008,gimnasticdetarragona,gimnastic,62,False
laliga2,2008,gironafc,girona,86,True
laliga2,2008,herculescf,herculescf,100,True
laliga2,2008,levanteud,levante,88,True
laliga2,2008,rayovallecano,rayovallecano,100,True
laliga2,2008,realmurciacf,realmurcia,91,True
laliga2,2008,realsociedad,realsociedad,100,True
laliga2,2008,realzaragoza,zaragoza,80,True
laliga2,2008,sdeibar,eibar,83,True
laliga2,2008,sdhuesca,sdhuesca,100,True
laliga2,2008,sevilhaatletico,sevilhaatl,80,True
laliga2,2008,udlaspalmas,laspalmas,90,True
laliga2,2008,udsalamanca,udsalamanca,100,True
laliga2,2008,xerezcd,xerezcd,100,True
