league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
laliga,2011,athleticbilbao,athleticclub,77,True
laliga,2011,atleticodemadrid,atletico,67,False
laliga,2011,caosasuna,osasuna,88,True
laliga,2011,fcbarcelona,barcelona,90,True
laliga,2011,fcvillarreal,villarreal,91,True
laliga,2011,getafecf,getafe,86,True
laliga,2011,granadacf,granadacf,100,True
laliga,2011,levanteud,levante,88,True
laliga,2011,malagacf,malagacf,100,True
laliga,2011,racingsantander,racsantander,89,True
laliga,2011,rayovallecano,rayovallecano,100,True
laliga,2011,rcdespanyol,espanyol,84,True
laliga,2011,rcdmallorca,mallorca,84,True
laliga,2011,realbetisbalompie,betis,45,False
laliga,2011,realmadridcf,realmadrid,91,True
laliga,2011,realsociedad,realsociedad,100,True
laliga,2011,realsportingdegijon,realsporting,77,True
laliga,2011,realzaragoza,zaragoza,80,True
laliga,2011,sevillafc,sevilla,88,True
laliga,2011,valenciacf,valencia,89,True
