league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
championship,2008,barnsleyfc,barnsleyfc,100,True
championship,2008,birminghamcity,birmingham,83,True
championship,2008,blackpoolfc,blackpool,90,True
championship,2008,bristolcity,bristolcity,100,True
championship,2008,cardiffcity,cardiff,78,True
championship,2008,charltonathletic,charlton,67,False
championship,2008,coventrycity,coventrycity,100,True
championship,2008,crystalpalacefc,crystalpalace,93,True
championship,2008,derbycounty,derby,62,False
championship,2008,doncasterrovers,doncasterrov,89,True
championship,2008,fcburnley,fcburnley,100,True
championship,2008,fcreading,reading,88,True
championship,2008,fcsouthampton,southampton,92,True
championship,2008,fcwatford,watford,88,True
championship,2008,ipswichtownfc,ipswich,70,True
championship,2008,norwichcity,norwich,78,True
championship,2008,nottinghamforest,nottmforest,81,True
championship,2008,plymouthargyle,plymouthargyle,100,True
championship,2008,prestonnorthend,prestonne,75,True
championship,2008,queensparkrangers,qpr,30,False
championship,2008,sheffieldunited,sheffutd,70,True
championship,2008,sheffieldwednesday,sheffwed,62,False
championship,2008,swanseacityafc,swansea,67,False
championship,2008,wolverhamptonwanderers,wolves,43,False
