league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
2bundesliga,2012,1fccolonia,colonia,82,True
2bundesliga,2012,1fckaiserslautern,klautern,64,False
2bundesliga,2012,1fcunionberlim,unionberlim,88,True
2bundesliga,2012,eintrachtbraunschweigtsv,ebraunschweig,70,True
2bundesliga,2012,fcenergiecottbus,energcottbus,86,True
2bundesliga,2012,fcerzgebirgeaue,erzgebirgeaue,93,True
2bundesliga,2012,fcingolstadt04,ingolstadt,83,True
2bundesliga,2012,fcstpauli,stpauli,88,True
2bundesliga,2012,fsvfrankfurt,fsvfrankfurt,100,True
2bundesliga,2012,herthaberlim,herthaberlim,100,True
2bundesliga,2012,jahnregensburg,jregensburg,88,True
2bundesliga,2012,msvduisburg,msvduisburg,100,True
2bundesliga,2012,scpaderborn07,paderborn,82,True
2bundesliga,2012,sgdynamodresden,dynamodresden,93,True
2bundesliga,2012,svsandhausen,sandhausen,91,True
2bundesliga,2012,tsv1860munique,1860munique,88,True
2bundesliga,2012,vflbochum,bochum,80,True
2bundesliga,2012,vfraalen,vfraalen,100,True
