league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligaportugal2,2020,academicadecoimbra,academica,67,False
ligaportugal2,2020,academicodeviseufc,academicofc,76,True
ligaportugal2,2020,casapiaac,casapia,88,True
ligaportugal2,2020,cdcovadapiedade,covadapiedade,93,True
ligaportugal2,2020,cdfeirense,feirense,89,True
ligaportugal2,2020,cdmafra,mafra,83,True
ligaportugal2,2020,fcarouca,arouca,86,True
ligaportugal2,2020,fcportob,fcportob,100,True
ligaportugal2,2020,futebolclubedevizela,vizela,46,False
ligaportugal2,2020,futebolclubepenafiel,penafiel,57,False
ligaportugal2,2020,gdchaves,chaves,86,True
ligaportugal2,2020,gdestorilpraia,estoril,67,False
ligaportugal2,2020,leixoessc,leixoes,88,True
ligaportugal2,2020,sccovilha,covilha,88,True
ligaportugal2,2020,slbenficab,benficab,89,True
ligaportugal2,2020,udoliveirense,udoliveirense,100,True
ligaportugal2,2020,udvilafranquense,vilafranquense,93,True
ligaportugal2,2020,varzimsc,varzim,86,True
