league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
campeonatobrasileiroserieb,2015,atleticogoianiense,atleticogo,101,True
campeonatobrasileiroserieb,2015,abcfc,abc,75,True
campeonatobrasileiroserieb,2015,americamineiro,americamg,70,True
campeonatobrasileiroserieb,2015,boaec,macae,40,False
campeonatobrasileiroserieb,2015,botafogofr,botafogo,89,True
campeonatobrasileiroserieb,2015,cabragantino,bragantino,91,True
campeonatobrasileiroserieb,2015,cearasc,ceara,83,True
campeonatobrasileiroserieb,2015,crb,crb,100,True
campeonatobrasileiroserieb,2015,criciumaec,criciuma,89,True
campeonatobrasileiroserieb,2015,ecbahia,bahia,83,True
campeonatobrasileiroserieb,2015,ecvitoria,vitoria,88,True
campeonatobrasileiroserieb,2015,luverdenseec,luverdense,91,True
campeonatobrasileiroserieb,2015,macaeesportefc,boaesporte,67,False
campeonatobrasileiroserieb,2015,mogimirimec,mogimirim,90,True
campeonatobrasileiroserieb,2015,nautico,nautico,100,True
campeonatobrasileiroserieb,2015,oestefc,oeste,83,True
campeonatobrasileiroserieb,2015,paranaclube,parana,71,True
campeonatobrasileiroserieb,2015,paysandusc,paysandu,89,True
campeonatobrasileiroserieb,2015,sampaiocorreafc,sampaiocorrea,93,True
campeonatobrasileiroserieb,2015,santacruzfc,santacruz,90,True
