league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligue1,1990,ajauxerre,auxerre,88,True
ligue1,1990,ascannes,cannes,86,True
ligue1,1990,asmonaco,monaco,86,True
ligue1,1990,asnancylorraine,asnancy,64,False
ligue1,1990,assaintetienne,saintetienne,92,True
ligue1,1990,brestarmoriquefc,brestarmorique,93,True
ligue1,1990,fcgbordeaux,bordeaux,84,True
ligue1,1990,fcmetz,fcmetz,100,True
ligue1,1990,fcnantes,nantes,86,True
ligue1,1990,fcparissaintgermain,psg,27,False
ligue1,1990,fcsochauxmontbeliard,fcsochaux,62,False
ligue1,1990,fctoulouse,toulouse,89,True
ligue1,1990,losclille,lille,71,True
ligue1,1990,montpellierhsc,montpellier,88,True
ligue1,1990,ogcnice,nice,73,True
ligue1,1990,olympiquelyon,lyon,47,False
ligue1,1990,olympiquemarselha,marselha,64,False
ligue1,1990,smcaen,smcaen,100,True
ligue1,1990,sportingclubdetoulonetduvar,sctoulonvar,58,False
ligue1,1990,staderennaisfc,rennes,50,False
