league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
seriea,1990,accesena,cesena,86,True
seriea,1990,acflorenz,florenz,88,True
seriea,1990,acmilan,milan,83,True
seriea,1990,acparma,acparma,100,True
seriea,1990,acpisa1909,acpisa1909,100,True
seriea,1990,asbari,bari,80,True
seriea,1990,asroma,roma,80,True
seriea,1990,atalantabc,atalanta,89,True
seriea,1990,bologna,bologna,100,True
seriea,1990,cagliaricalcio,cagliari,73,True
seriea,1990,genoa1893,genoa,71,True
seriea,1990,interdemilao,inter,59,False
seriea,1990,juventusfc,juventus,89,True
seriea,1990,sscnapoli,napoli,80,True
seriea,1990,sslazio,lazio,83,True
seriea,1990,torinocalcio,torino,67,False
seriea,1990,ucsampdoria,sampdoria,90,True
seriea,1990,uslecce,lecce,83,True
