league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
bundesliga,2000,1fccolonia,colonia,82,True
bundesliga,2000,1fckaiserslautern,klautern,64,False
bundesliga,2000,bayer04leverkusen,leverkusen,74,True
bundesliga,2000,borussiadortmund,dortmund,67,False
bundesliga,2000,fcbayernmunique,bayern,57,False
bundesliga,2000,fcenergiecottbus,energcottbus,86,True
bundesliga,2000,fchansarostock,hansarostock,92,True
bundesliga,2000,hamburgersv,hamburgo,74,True
bundesliga,2000,herthaberlim,herthaberlim,100,True
bundesliga,2000,scfreiburg,freiburg,89,True
bundesliga,2000,schalke04,schalke,88,True
bundesliga,2000,sgeintrachtfrankfurt,frankfurt,62,False
bundesliga,2000,spvggunterhaching,unterhaching,83,True
bundesliga,2000,tsv1860munique,1860munique,88,True
bundesliga,2000,vfbstuttgart,stuttgart,86,True
bundesliga,2000,vflbochum,bochum,80,True
bundesliga,2000,vflwolfsburg,wolfsburg,86,True
bundesliga,2000,werderbremen,werderbremen,100,True
