league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
laliga2,2014,adalcorcon,adalcorcon,100,True
laliga2,2014,albacetebalompie,albacete,67,False
laliga2,2014,caosasuna,osasuna,88,True
laliga2,2014,cdleganes,leganes,88,True
laliga2,2014,cdlugo,lugo,80,True
laliga2,2014,cdmirandes,mirandes,89,True
laliga2,2014,cdnumancia,numancia,89,True
laliga2,2014,cdtenerife,tenerife,89,True
laliga2,2014,cesabadellfc,cesabadell,91,True
laliga2,2014,deportivoalaves,alaves,57,False
laliga2,2014,fcbarcelonab,barcelonab,91,True
laliga2,2014,gironafc,girona,86,True
laliga2,2014,racingsantander,racsantander,89,True
laliga2,2014,rcdmallorca,mallorca,84,True
laliga2,2014,realbetisbalompie,betis,45,False
laliga2,2014,realsportingdegijon,realsporting,77,True
laliga2,2014,realvalladolidcf,valladolid,77,True
laliga2,2014,realzaragoza,zaragoza,80,True
laliga2,2014,recreativodehuelva,recrhuelva,71,True
laliga2,2014,sdponferradina,ponferradina,92,True
laliga2,2014,udlaspalmas,laspalmas,90,True
laliga2,2014,uellagostera,uellagostera,100,True
