league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
bundesliga,2021,1fccolonia,colonia,82,True
bundesliga,2021,1fcunionberlim,unionberlim,88,True
bundesliga,2021,1fsvmainz05,mainz,62,False
bundesliga,2021,arminiabielefeld,armbielefeld,86,True
bundesliga,2021,bayer04leverkusen,leverkusen,74,True
bundesliga,2021,borussiadortmund,dortmund,67,False
bundesliga,2021,borussiamonchengladbach,mgladbach,56,False
bundesliga,2021,fcaugsburg,augsburg,89,True
bundesliga,2021,fcbayernmunique,bayern,57,False
bundesliga,2021,herthaberlim,herthaberlim,100,True
bundesliga,2021,rbleipzig,leipzig,88,True
bundesliga,2021,scfreiburg,freiburg,89,True
bundesliga,2021,sgeintrachtfrankfurt,frankfurt,62,False
bundesliga,2021,spvgggreutherfurth,greutherfurth,84,True
bundesliga,2021,tsg1899hoffenheim,hoffenheim,74,True
bundesliga,2021,vfbstuttgart,stuttgart,86,True
bundesliga,2021,vflbochum,bochum,80,True
bundesliga,2021,vflwolfsburg,wolfsburg,86,True
