league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
saudiproleague,2019,abhaclub,abha,67,False
saudiproleague,2019,aladalahfc,aladalah,89,True
saudiproleague,2019,alahlisfc,alahli,80,True
saudiproleague,2019,alettifaqfc,alettifaq,90,True
saudiproleague,2019,alfaisalyfc,alfaisaly,90,True
saudiproleague,2019,alfatehsc,alfateh,88,True
saudiproleague,2019,alfayhafc,alfayha,88,True
saudiproleague,2019,alhazemsc,alhazem,88,True
saudiproleague,2019,alhilalsfc,alhilal,82,True
saudiproleague,2019,alittihadclub,alittihad,82,True
saudiproleague,2019,alnassrfc,alnassr,88,True
saudiproleague,2019,alraedsfc,alraed,80,True
saudiproleague,2019,alshababfc,alshabab,89,True
saudiproleague,2019,altaawounfc,altaawoun,90,True
saudiproleague,2019,alwehdafc,alwehda,88,True
saudiproleague,2019,damacfc,damacfc,100,True
