league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
campeonatobrasileiroserieb,2010,aapontepreta,pontepreta,91,True
campeonatobrasileiroserieb,2010,adrcicasa,icasa,71,True
campeonatobrasileiroserieb,2010,adsaocaetano,saocaetano,91,True
campeonatobrasileiroserieb,2010,americafc,americamg,78,True
campeonatobrasileiroserieb,2010,americamineiro,americarn,70,True
campeonatobrasileiroserieb,2010,asadearapiraca,asa,35,False
campeonatobrasileiroserieb,2010,brasiliensefc,brasiliense,92,True
campeonatobrasileiroserieb,2010,cabragantino,bragantino,91,True
campeonatobrasileiroserieb,2010,coritibafc,coritiba,89,True
campeonatobrasileiroserieb,2010,duquedecaxiasfc,duquedecaxias,93,True
campeonatobrasileiroserieb,2010,ecbahia,bahia,83,True
campeonatobrasileiroserieb,2010,ecsantoandre,santoandre,91,True
campeonatobrasileiroserieb,2010,figueirensefc,figueirense,92,True
campeonatobrasileiroserieb,2010,guaratingueta,guaratingueta,100,True
campeonatobrasileiroserieb,2010,ipatingafc,ipatinga,89,True
campeonatobrasileiroserieb,2010,nautico,nautico,100,True
campeonatobrasileiroserieb,2010,paranaclube,parana,71,True
campeonatobrasileiroserieb,2010,portuguesa,portuguesa,100,True
campeonatobrasileiroserieb,2010,sportrecife,sport,62,False
campeonatobrasileiroserieb,2010,vilanovafc,vilanova,89,True
