league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
2bundesliga,2001,1fcsaarbrucken,saarbrucken,88,True
2bundesliga,2001,1fcschweinfurt05,schweinfurt05,90,True
2bundesliga,2001,1fcunionberlim,unionberlim,88,True
2bundesliga,2001,1fsvmainz05,mainz,62,False
2bundesliga,2001,alemanniaaachen,alemaachen,80,True
2bundesliga,2001,arminiabielefeld,armbielefeld,86,True
2bundesliga,2001,hannover96,hannover,89,True
2bundesliga,2001,karlsruhersc,karlsruher,91,True
2bundesliga,2001,lrahlen,lrahlen,100,True
2bundesliga,2001,msvduisburg,msvduisburg,100,True
2bundesliga,2001,rotweioberhausen,rwoberhausen,86,True
2bundesliga,2001,sgeintrachtfrankfurt,frankfurt,62,False
2bundesliga,2001,spvgggreutherfurth,greutherfurth,84,True
2bundesliga,2001,spvggunterhaching,unterhaching,83,True
2bundesliga,2001,ssvreutlingen05,ssvreutlingen,93,True
2bundesliga,2001,svbabelsberg03,babelsberg03,92,True
2bundesliga,2001,svwaldhofmannheim,wmannheim,69,False
2bundesliga,2001,vflbochum,bochum,80,True
