league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
jupilerproleague,2014,cerclebrugge,cerclebrugge,100,True
jupilerproleague,2014,clubbrugge,clubbrugge,100,True
jupilerproleague,2014,kaagent,kaagent,100,True
jupilerproleague,2014,krcgenk,krcgenk,100,True
jupilerproleague,2014,ksclokeren2020,ksclokeren,83,True
jupilerproleague,2014,kvcwesterlo,kvcwesterlo,100,True
jupilerproleague,2014,kvkortrijk,kvkortrijk,100,True
jupilerproleague,2014,kvmechelen,kvmechelen,100,True
jupilerproleague,2014,kvoostende2024,kvoostende,83,True
jupilerproleague,2014,kvrswaaslandskbeveren,waaslandbeveren,83,True
jupilerproleague,2014,liersesk2018,liersesk,80,True
jupilerproleague,2014,rcharleroisc,rcharleroisc,100,True
jupilerproleague,2014,royalmouscronperuwelz,royalmouscron,76,True
jupilerproleague,2014,rscanderlecht,anderlecht,87,True
jupilerproleague,2014,standarddeliege,standardliege,93,True
jupilerproleague,2014,zultewaregem,zultewaregem,100,True
