league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
j2league,2013,avispafukuoka,avispafukuoka,100,True
j2league,2013,consadolesapporo,cdolesapporo,86,True
j2league,2013,ehimefc,ehimefc,100,True
j2league,2013,fagianookayama,fagianookayama,100,True
j2league,2013,fcgifu,fcgifu,100,True
j2league,2013,gainaretottori,gainaretottori,100,True
j2league,2013,gambaosaka,gambaosaka,100,True
j2league,2013,giravanzkitakyushu,girkitakyushu,84,True
j2league,2013,jefunitedchiba,jefutdchiba,88,True
j2league,2013,katallertoyama,katallertoyama,100,True
j2league,2013,kyotosanga,kyotosanga,100,True
j2league,2013,matsumotoyamaga,matsumotoyama,93,True
j2league,2013,mitohollyhock,mitohollyhock,100,True
j2league,2013,montedioyamagata,monteyamagata,90,True
j2league,2013,roassokumamoto,roassokumamoto,100,True
j2league,2013,thespakusatsugunma,thespakugunma,84,True
j2league,2013,tochigisc,tochigisc,100,True
j2league,2013,tokushimavortis,tokushimavort,93,True
j2league,2013,tokyoverdy,tokyoverdy,100,True
j2league,2013,visselkobe,visselkobe,100,True
j2league,2013,vvarennagasaki,vvnagasaki,83,True
j2league,2013,yokohamafc,yokohamafc,100,True
