league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
laliga2,2010,adalcorcon,adalcorcon,100,True
laliga2,2010,albacetebalompie,albacete,67,False
laliga2,2010,cdnumancia,numancia,89,True
laliga2,2010,cdtenerife,tenerife,89,True
laliga2,2010,celtadevigo,celtadevigo,100,True
laliga2,2010,cordobacf,cordoba,88,True
laliga2,2010,elchecf,elche,83,True
laliga2,2010,fcbarcelonab,barcelonab,91,True
laliga2,2010,fccartagena,fccartagena,100,True
laliga2,2010,gimnasticdetarragona,gimnastic,62,False
laliga2,2010,gironafc,girona,86,True
laliga2,2010,granadacf,granadacf,100,True
laliga2,2010,rayovallecano,rayovallecano,100,True
laliga2,2010,realbetisbalompie,betis,45,False
laliga2,2010,realvalladolidcf,valladolid,77,True
laliga2,2010,recreativodehuelva,recrhuelva,71,True
laliga2,2010,sdhuesca,sdhuesca,100,True
laliga2,2010,sdponferradina,ponferradina,92,True
laliga2,2010,udlaspalmas,laspalmas,90,True
laliga2,2010,udsalamanca,udsalamanca,100,True
laliga2,2010,villarrealcfb,villarrealcfb,100,True
laliga2,2010,xerezcd,xerezcd,100,True
