league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
premierleague,2012,afcsunderland,afcsunderland,100,True
premierleague,2012,astonvillafc,astonvilla,91,True
premierleague,2012,chelseafc,chelsea,88,True
premierleague,2012,fcarsenal,arsenal,88,True
premierleague,2012,fceverton,everton,88,True
premierleague,2012,fcfulham,fulham,86,True
premierleague,2012,fcliverpool,liverpool,90,True
premierleague,2012,fcreading,reading,88,True
premierleague,2012,fcsouthampton,southampton,92,True
premierleague,2012,manchestercityfc,mancity,61,False
premierleague,2012,manchesterunitedfc,manutd,50,False
premierleague,2012,newcastleunited,newcastle,75,True
premierleague,2012,norwichcity,norwich,78,True
premierleague,2012,queensparkrangers,qpr,30,False
premierleague,2012,stokecity,stoke,71,True
premierleague,2012,swanseacityafc,swansea,67,False
premierleague,2012,tottenhamhotspur,tottenham,72,True
premierleague,2012,westbromwichalbion,westbrom,62,False
premierleague,2012,westhamunited,westham,70,True
premierleague,2012,wiganathletic,wigan,56,False
