league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligaportugal,2015,academicadecoimbra,academica,67,False
ligaportugal,2015,boavistafc,boavista,89,True
ligaportugal,2015,cdnacional,nacional,89,True
ligaportugal,2015,cfosbelenenses,belenenses,83,True
ligaportugal,2015,cfuniaodamadeira2021,cfuniao,52,False
ligaportugal,2015,clubedesportivotondela,cdtondela,58,False
ligaportugal,2015,clubsportmaritimo,maritimo,64,False
ligaportugal,2015,fcarouca,arouca,86,True
ligaportugal,2015,fcpacosdeferreira,pacosferreira,87,True
ligaportugal,2015,fcporto,fcporto,100,True
ligaportugal,2015,gdestorilpraia,estoril,67,False
ligaportugal,2015,moreirensefutebolclube,moreirense,62,False
ligaportugal,2015,rioavefutebolclube,rioave,50,False
ligaportugal,2015,scbraga,braga,83,True
ligaportugal,2015,slbenfica,benfica,88,True
ligaportugal,2015,sportingcp,sporting,89,True
ligaportugal,2015,vitoriafutebolclube,vitoriafc,64,False
ligaportugal,2015,vitoriasportclube,vitguimaraes,48,False
