league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
2bundesliga,2016,1fcheidenheim1846,heidenheim,74,True
2bundesliga,2016,1fckaiserslautern,klautern,64,False
2bundesliga,2016,1fcnuremberg,nuremberg,86,True
2bundesliga,2016,1fcunionberlim,unionberlim,88,True
2bundesliga,2016,arminiabielefeld,armbielefeld,86,True
2bundesliga,2016,eintrachtbraunschweigtsv,ebraunschweig,70,True
2bundesliga,2016,fcerzgebirgeaue,erzgebirgeaue,93,True
2bundesliga,2016,fcstpauli,stpauli,88,True
2bundesliga,2016,fortunadusseldorf95,dusseldorf,69,False
2bundesliga,2016,hannover96,hannover,89,True
2bundesliga,2016,karlsruhersc,karlsruher,91,True
2bundesliga,2016,sgdynamodresden,dynamodresden,93,True
2bundesliga,2016,spvgggreutherfurth,greutherfurth,84,True
2bundesliga,2016,svsandhausen,sandhausen,91,True
2bundesliga,2016,tsv1860munique,1860munique,88,True
2bundesliga,2016,vfbstuttgart,stuttgart,86,True
2bundesliga,2016,vflbochum,bochum,80,True
2bundesliga,2016,wurzburgerkickers,wurzbkickers,83,True
