league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
championship,2010,barnsleyfc,barnsleyfc,100,True
championship,2010,bristolcity,bristolcity,100,True
championship,2010,cardiffcity,cardiff,78,True
championship,2010,coventrycity,coventrycity,100,True
championship,2010,crystalpalacefc,crystalpalace,93,True
championship,2010,derbycounty,derby,62,False
championship,2010,doncasterrovers,doncasterrov,89,True
championship,2010,fcburnley,fcburnley,100,True
championship,2010,fcmiddlesbrough,middlesbrough,93,True
championship,2010,fcportsmouth,fcportsmouth,100,True
championship,2010,fcreading,reading,88,True
championship,2010,fcwatford,watford,88,True
championship,2010,hullcity,hullcity,100,True
championship,2010,ipswichtownfc,ipswich,70,True
championship,2010,leedsunitedfc,leeds,56,False
championship,2010,leicestercityfc,leicester,75,True
championship,2010,millwallfc,millwall,89,True
championship,2010,norwichcity,norwich,78,True
championship,2010,nottinghamforest,nottmforest,81,True
championship,2010,prestonnorthend,prestonne,75,True
championship,2010,queensparkrangers,qpr,30,False
championship,2010,scunthorpeunited,scunthorpeutd,90,True
championship,2010,sheffieldunited,sheffutd,70,True
championship,2010,swanseacityafc,swansea,67,False
