league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
campeonatobrasileiroserieb,2009,atleticogoianiense,atleticogo,101,True
campeonatobrasileiroserieb,2009,aapontepreta,pontepreta,91,True
campeonatobrasileiroserieb,2009,abcfc,abc,75,True
campeonatobrasileiroserieb,2009,adsaocaetano,saocaetano,91,True
campeonatobrasileiroserieb,2009,americafc,americarn,78,True
campeonatobrasileiroserieb,2009,brasiliensefc,brasiliense,92,True
campeonatobrasileiroserieb,2009,cabragantino,bragantino,91,True
campeonatobrasileiroserieb,2009,campinense,campinense,100,True
campeonatobrasileiroserieb,2009,cearasc,ceara,83,True
campeonatobrasileiroserieb,2009,crvascodagama,vascodagama,92,True
campeonatobrasileiroserieb,2009,duquedecaxiasfc,duquedecaxias,93,True
campeonatobrasileiroserieb,2009,ecbahia,bahia,83,True
campeonatobrasileiroserieb,2009,ecjuventude,juventude,90,True
campeonatobrasileiroserieb,2009,figueirensefc,figueirense,92,True
campeonatobrasileiroserieb,2009,fortalezaec,fortaleza,90,True
campeonatobrasileiroserieb,2009,guaranifc,guarani,88,True
campeonatobrasileiroserieb,2009,ipatingafc,ipatinga,89,True
campeonatobrasileiroserieb,2009,paranaclube,parana,71,True
campeonatobrasileiroserieb,2009,portuguesa,portuguesa,100,True
campeonatobrasileiroserieb,2009,vilanovafc,vilanova,89,True
