league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligue1,2020,angerssco,angers,80,True
ligue1,2020,asmonaco,monaco,86,True
ligue1,2020,assaintetienne,saintetienne,92,True
ligue1,2020,dijonfco,dijon,77,True
ligue1,2020,fcgbordeaux,bordeaux,84,True
ligue1,2020,fclorient,fclorient,100,True
ligue1,2020,fcmetz,fcmetz,100,True
ligue1,2020,fcnantes,nantes,86,True
ligue1,2020,fcparissaintgermain,psg,27,False
ligue1,2020,losclille,lille,71,True
ligue1,2020,montpellierhsc,montpellier,88,True
ligue1,2020,nimesolympique,nimesolympique,100,True
ligue1,2020,ogcnice,nice,73,True
ligue1,2020,olympiquelyon,lyon,47,False
ligue1,2020,olympiquemarselha,marselha,64,False
ligue1,2020,rclens,lens,80,True
ligue1,2020,rcstrasbourgalsace,strasbourg,71,True
ligue1,2020,stadebrestois29,brest,50,False
ligue1,2020,stadereims,reims,67,False
ligue1,2020,staderennaisfc,rennes,50,False
