league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
j2league,2016,cerezoosaka,cerezoosaka,100,True
j2league,2016,ehimefc,ehimefc,100,True
j2league,2016,fagianookayama,fagianookayama,100,True
j2league,2016,fcgifu,fcgifu,100,True
j2league,2016,giravanzkitakyushu,girkitakyushu,84,True
j2league,2016,hokkaidoconsadolesapporo,hcsapporo,55,False
j2league,2016,jefunitedchiba,jefutdchiba,88,True
j2league,2016,kamatamaresanuki,kamatamsanuki,90,True
j2league,2016,kyotosanga,kyotosanga,100,True
j2league,2016,machidazelvia,machidazelvia,100,True
j2league,2016,matsumotoyamaga,matsumotoyama,93,True
j2league,2016,mitohollyhock,mitohollyhock,100,True
j2league,2016,montedioyamagata,monteyamagata,90,True
j2league,2016,renofayamaguchi,renoyamaguchi,93,True
j2league,2016,roassokumamoto,roassokumamoto,100,True
j2league,2016,shimizuspulse,shimizuspulse,100,True
j2league,2016,thespakusatsugunma,thespakugunma,84,True
j2league,2016,tokushimavortis,tokushimavort,93,True
j2league,2016,tokyoverdy,tokyoverdy,100,True
j2league,2016,vvarennagasaki,vvnagasaki,83,True
j2league,2016,yokohamafc,yokohamafc,100,True
j2league,2016,zweigenkanazawa,zweigkanazawa,93,True
