league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
seriea,1995,acflorenz,florenz,88,True
seriea,1995,acmilan,milan,83,True
seriea,1995,acparma,acparma,100,True
seriea,1995,asbari,bari,80,True
seriea,1995,asroma,roma,80,True
seriea,1995,atalantabc,atalanta,89,True
seriea,1995,cagliaricalcio,cagliari,73,True
seriea,1995,calciopadova,padova,67,False
seriea,1995,interdemilao,inter,59,False
seriea,1995,juventusfc,juventus,89,True
seriea,1995,piacenzafc,piacenza,89,True
seriea,1995,sscnapoli,napoli,80,True
seriea,1995,sslazio,lazio,83,True
seriea,1995,torinocalcio,torino,67,False
seriea,1995,ucsampdoria,sampdoria,90,True
seriea,1995,udinesecalcio,udinese,70,True
seriea,1995,uscremonese,cremonese,90,True
seriea,1995,vicenzacalcio,vicenza,70,True
