league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
jupilerproleague,2018,cerclebrugge,cerclebrugge,100,True
jupilerproleague,2018,clubbrugge,clubbrugge,100,True
jupilerproleague,2018,kaagent,kaagent,100,True
jupilerproleague,2018,kaseupen,kaseupen,100,True
jupilerproleague,2018,krcgenk,krcgenk,100,True
jupilerproleague,2018,ksclokeren2020,ksclokeren,83,True
jupilerproleague,2018,kvkortrijk,kvkortrijk,100,True
jupilerproleague,2018,kvoostende2024,kvoostende,83,True
jupilerproleague,2018,kvrswaaslandskbeveren,waaslandbeveren,83,True
jupilerproleague,2018,rcharleroisc,rcharleroisc,100,True
jupilerproleague,2018,royalantuerpiafc,antuerpia,72,True
jupilerproleague,2018,royalexcelmouscron2022,mouscron,53,False
jupilerproleague,2018,rscanderlecht,anderlecht,87,True
jupilerproleague,2018,standarddeliege,standardliege,93,True
jupilerproleague,2018,vvsttruiden,sttruiden,90,True
jupilerproleague,2018,zultewaregem,zultewaregem,100,True
