league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
jupilerproleague,2021,beerschotva,beerschotva,100,True
jupilerproleague,2021,cerclebrugge,cerclebrugge,100,True
jupilerproleague,2021,clubbrugge,clubbrugge,100,True
jupilerproleague,2021,kaagent,kaagent,100,True
jupilerproleague,2021,kaseupen,kaseupen,100,True
jupilerproleague,2021,krcgenk,krcgenk,100,True
jupilerproleague,2021,kvkortrijk,kvkortrijk,100,True
jupilerproleague,2021,kvmechelen,kvmechelen,100,True
jupilerproleague,2021,kvoostende2024,kvoostende,83,True
jupilerproleague,2021,oudheverleeleuven,ohleuven,64,False
jupilerproleague,2021,rcharleroisc,rcharleroisc,100,True
jupilerproleague,2021,rfcseraing,rfcseraing,100,True
jupilerproleague,2021,royalantuerpiafc,antuerpia,72,True
jupilerproleague,2021,rscanderlecht,anderlecht,87,True
jupilerproleague,2021,standarddeliege,standardliege,93,True
jupilerproleague,2021,unionsaintgilloise,unionsg,56,False
jupilerproleague,2021,vvsttruiden,sttruiden,90,True
jupilerproleague,2021,zultewaregem,zultewaregem,100,True
