league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
seriea,2001,acflorenz,florenz,88,True
seriea,2001,acmilan,milan,83,True
seriea,2001,acparma,acparma,100,True
seriea,2001,acperugia,perugia,88,True
seriea,2001,acvenezia1907,acvenezia1907,100,True
seriea,2001,asroma,roma,80,True
seriea,2001,atalantabc,atalanta,89,True
seriea,2001,bologna,bologna,100,True
seriea,2001,bresciacalcio,brescia,70,True
seriea,2001,chievoverona,chievoverona,100,True
seriea,2001,hellasverona,verona,67,False
seriea,2001,interdemilao,inter,59,False
seriea,2001,juventusfc,juventus,89,True
seriea,2001,piacenzafc,piacenza,89,True
seriea,2001,sslazio,lazio,83,True
seriea,2001,torinocalcio,torino,67,False
seriea,2001,udinesecalcio,udinese,70,True
seriea,2001,uslecce,lecce,83,True
