league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
superlig,2021,adanademirspor,adanademirspor,100,True
superlig,2021,alanyaspor,alanyaspor,100,True
superlig,2021,altaysk,altaysk,100,True
superlig,2021,antalyaspor,antalyaspor,100,True
superlig,2021,basaksehirfk,basaksehir,91,True
superlig,2021,besiktasjk,besiktas,89,True
superlig,2021,caykurrizespor,crizespor,78,True
superlig,2021,fatihkaragumruk,karagumruk,80,True
superlig,2021,fenerbahce,fenerbahce,100,True
superlig,2021,galatasaray,galatasaray,100,True
superlig,2021,gaziantepfk,gaziantepfk,100,True
superlig,2021,giresunspor,giresunspor,100,True
superlig,2021,goztepe,goztepe,100,True
superlig,2021,hatayspor,hatayspor,100,True
superlig,2021,kasimpasa,kasimpasa,100,True
superlig,2021,kayserispor,kayserispor,100,True
superlig,2021,konyaspor,konyaspor,100,True
superlig,2021,sivasspor,sivasspor,100,True
superlig,2021,trabzonspor,trabzonspor,100,True
superlig,2021,yenimalatyaspor,ymalatyaspor,89,True
