league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
premierleague,2004,astonvillafc,astonvilla,91,True
premierleague,2004,birminghamcity,birmingham,83,True
premierleague,2004,blackburnrovers,blackburn,75,True
premierleague,2004,boltonwanderers,bolton,57,False
premierleague,2004,charltonathletic,charlton,67,False
premierleague,2004,chelseafc,chelsea,88,True
premierleague,2004,crystalpalacefc,crystalpalace,93,True
premierleague,2004,fcarsenal,arsenal,88,True
premierleague,2004,fceverton,everton,88,True
premierleague,2004,fcfulham,fulham,86,True
premierleague,2004,fcliverpool,liverpool,90,True
premierleague,2004,fcmiddlesbrough,middlesbrough,93,True
premierleague,2004,fcportsmouth,fcportsmouth,100,True
premierleague,2004,fcsouthampton,southampton,92,True
premierleague,2004,manchestercityfc,mancity,61,False
premierleague,2004,manchesterunitedfc,manutd,50,False
premierleague,2004,newcastleunited,newcastle,75,True
premierleague,2004,norwichcity,norwich,78,True
premierleague,2004,tottenhamhotspur,tottenham,72,True
premierleague,2004,westbromwichalbion,westbrom,62,False
