league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
premierleague,2008,afcsunderland,afcsunderland,100,True
premierleague,2008,astonvillafc,astonvilla,91,True
premierleague,2008,blackburnrovers,blackburn,75,True
premierleague,2008,boltonwanderers,bolton,57,False
premierleague,2008,chelseafc,chelsea,88,True
premierleague,2008,fcarsenal,arsenal,88,True
premierleague,2008,fceverton,everton,88,True
premierleague,2008,fcfulham,fulham,86,True
premierleague,2008,fcliverpool,liverpool,90,True
premierleague,2008,fcmiddlesbrough,middlesbrough,93,True
premierleague,2008,fcportsmouth,fcportsmouth,100,True
premierleague,2008,hullcity,hullcity,100,True
premierleague,2008,manchestercityfc,mancity,61,False
premierleague,2008,manchesterunitedfc,manutd,50,False
premierleague,2008,newcastleunited,newcastle,75,True
premierleague,2008,stokecity,stoke,71,True
premierleague,2008,tottenhamhotspur,tottenham,72,True
premierleague,2008,westbromwichalbion,westbrom,62,False
premierleague,2008,westhamunited,westham,70,True
premierleague,2008,wiganathletic,wigan,56,False
