league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
ligaportugal2,2024,academicodeviseufc,academicofc,76,True
ligaportugal2,2024,cdfeirense,feirense,89,True
ligaportugal2,2024,cdmafra,mafra,83,True
ligaportugal2,2024,clubedesportivotondela,cdtondela,58,False
ligaportugal2,2024,clubsportmaritimo,maritimo,64,False
ligaportugal2,2024,fcalverca,alverca,88,True
ligaportugal2,2024,fcfelgueiras1932,felgueiras,77,True
ligaportugal2,2024,fcpacosdeferreira,pacosferreira,87,True
ligaportugal2,2024,fcportob,fcportob,100,True
ligaportugal2,2024,futebolclubedevizela,vizela,46,False
ligaportugal2,2024,futebolclubepenafiel,penafiel,57,False
ligaportugal2,2024,gdchaves,chaves,86,True
ligaportugal2,2024,leixoessc,leixoes,88,True
ligaportugal2,2024,portimonensesad,portimonense,89,True
ligaportugal2,2024,scuniaotorreense,torreense,72,True
ligaportugal2,2024,slbenficab,benficab,89,True
ligaportugal2,2024,udleiria,leiria,86,True
ligaportugal2,2024,udoliveirense,udoliveirense,100,True
