league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
bundesliga,2022,1fccolonia,colonia,82,True
bundesliga,2022,1fcunionberlim,unionberlim,88,True
bundesliga,2022,1fsvmainz05,mainz,62,False
bundesliga,2022,bayer04leverkusen,leverkusen,74,True
bundesliga,2022,borussiadortmund,dortmund,67,False
bundesliga,2022,borussiamonchengladbach,mgladbach,56,False
bundesliga,2022,fcaugsburg,augsburg,89,True
bundesliga,2022,fcbayernmunique,bayern,57,False
bundesliga,2022,herthaberlim,herthaberlim,100,True
bundesliga,2022,rbleipzig,leipzig,88,True
bundesliga,2022,scfreiburg,freiburg,89,True
bundesliga,2022,schalke04,schalke,88,True
bundesliga,2022,sgeintrachtfrankfurt,frankfurt,62,False
bundesliga,2022,tsg1899hoffenheim,hoffenheim,74,True
bundesliga,2022,vfbstuttgart,stuttgart,86,True
bundesliga,2022,vflbochum,bochum,80,True
bundesliga,2022,vflwolfsburg,wolfsburg,86,True
bundesliga,2022,werderbremen,werderbremen,100,True
