league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
serieb,2009,acancona,ancona,86,True
serieb,2009,accesena,cesena,86,True
serieb,2009,acmantova1911,mantova,70,True
serieb,2009,ascittadella,cittadella,91,True
serieb,2009,ascolicalcio1898,ascoli,55,False
serieb,2009,bresciacalcio,brescia,70,True
serieb,2009,calciopadova,padova,67,False
serieb,2009,fccrotone,fccrotone,100,True
serieb,2009,fcempoli,empoli,86,True
serieb,2009,frosinonecalcio,frosinone,75,True
serieb,2009,gallipolicalcio,gallipoli,75,True
serieb,2009,modenafc,modena,86,True
serieb,2009,piacenzafc,piacenza,89,True
serieb,2009,regginacalcio,reggina,70,True
serieb,2009,salernitanacalcio1919,salernitana,69,False
serieb,2009,torinofc,torino,86,True
serieb,2009,ucalbinoleffe,ucalbinoleffe,100,True
serieb,2009,usgrossetofc,grosseto,80,True
serieb,2009,uslecce,lecce,83,True
serieb,2009,ussassuolo,sassuolo,89,True
serieb,2009,ustriestina,triestina,90,True
serieb,2009,vicenzacalcio,vicenza,70,True
