league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
laliga,2005,athleticbilbao,athleticclub,77,True
laliga,2005,atleticodemadrid,atletico,67,False
laliga,2005,cadizcf,cadizcf,100,True
laliga,2005,caosasuna,osasuna,88,True
laliga,2005,celtadevigo,celtadevigo,100,True
laliga,2005,deportivoalaves,alaves,57,False
laliga,2005,fcbarcelona,barcelona,90,True
laliga,2005,fcvillarreal,villarreal,91,True
laliga,2005,getafecf,getafe,86,True
laliga,2005,malagacf,malagacf,100,True
laliga,2005,racingsantander,racsantander,89,True
laliga,2005,rcdeportivodecorunha,deportivo,62,False
laliga,2005,rcdespanyol,espanyol,84,True
laliga,2005,rcdmallorca,mallorca,84,True
laliga,2005,realbetisbalompie,betis,45,False
laliga,2005,realmadridcf,realmadrid,91,True
laliga,2005,realsociedad,realsociedad,100,True
laliga,2005,realzaragoza,zaragoza,80,True
laliga,2005,sevillafc,sevilla,88,True
laliga,2005,valenciacf,valencia,89,True
