league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
saudiproleague,2015,alahlisfc,alahli,80,True
saudiproleague,2015,alfaisalyfc,alfaisaly,90,True
saudiproleague,2015,alfatehsc,alfateh,88,True
saudiproleague,2015,alhilalsfc,alhilal,82,True
saudiproleague,2015,alittihadclub,alittihad,82,True
saudiproleague,2015,alkhaleejfc,alkhaleej,90,True
saudiproleague,2015,alnassrfc,alnassr,88,True
saudiproleague,2015,alqadsiahfc,alqadsiah,90,True
saudiproleague,2015,alraedsfc,alraed,80,True
saudiproleague,2015,alshababfc,alshabab,89,True
saudiproleague,2015,altaawounfc,altaawoun,90,True
saudiproleague,2015,alwehdafc,alwehda,88,True
saudiproleague,2015,hajerclub,hajer,71,True
saudiproleague,2015,najransc,najransc,100,True
