league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
challengerproleague,2015,afctubize,afctubize,100,True
challengerproleague,2015,cerclebrugge,cerclebrugge,100,True
challengerproleague,2015,kaseupen,kaseupen,100,True
challengerproleague,2015,kfcdesselsport,desselsport,88,True
challengerproleague,2015,kmskdeinze2024,kmskdeinze,83,True
challengerproleague,2015,kskheist,kskheist,100,True
challengerproleague,2015,ksvroeselare2020,ksvroeselare,86,True
challengerproleague,2015,kvvcoxyde2017,kvvcoxyde,82,True
challengerproleague,2015,liersesk2018,liersesk,80,True
challengerproleague,2015,lommelunited,lommelunited,100,True
challengerproleague,2015,patroeisdenmaasmechelen,patroeisden,65,False
challengerproleague,2015,rfcseraing,rfcseraing,100,True
challengerproleague,2015,royalantuerpiafc,antuerpia,72,True
challengerproleague,2015,royalexcelsiorvirton,revirton,57,False
challengerproleague,2015,unionsaintgilloise,unionsg,56,False
challengerproleague,2015,verbroederingmeerhout,asvgeel,29,False
challengerproleague,2015,whitestarbrussel2017,whitestar,62,False
