league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
saudiproleague,2018,alahlisfc,alahli,80,True
saudiproleague,2018,albatinfc,albatin,88,True
saudiproleague,2018,alettifaqfc,alettifaq,90,True
saudiproleague,2018,alfaisalyfc,alfaisaly,90,True
saudiproleague,2018,alfatehsc,alfateh,88,True
saudiproleague,2018,alfayhafc,alfayha,88,True
saudiproleague,2018,alhazemsc,alhazem,88,True
saudiproleague,2018,alhilalsfc,alhilal,82,True
saudiproleague,2018,alittihadclub,alittihad,82,True
saudiproleague,2018,alnassrfc,alnassr,88,True
saudiproleague,2018,alqadsiahfc,alqadsiah,90,True
saudiproleague,2018,alraedsfc,alraed,80,True
saudiproleague,2018,alshababfc,alshabab,89,True
saudiproleague,2018,altaawounfc,altaawoun,90,True
saudiproleague,2018,alwehdafc,alwehda,88,True
saudiproleague,2018,ohodclub,ohodclub,100,True
