league_name,season_year,canonical_name,other_name,precision_score,is_confident_match
superlig,2015,akhisarbelediyespor,akhisarbelediye,88,True
superlig,2015,antalyaspor,antalyaspor,100,True
superlig,2015,basaksehirfk,basaksehir,91,True
superlig,2015,besiktasjk,besiktas,89,True
superlig,2015,bursaspor,bursaspor,100,True
superlig,2015,caykurrizespor,crizespor,78,True
superlig,2015,eskisehirspor,eskisehirspor,100,True
superlig,2015,fenerbahce,fenerbahce,100,True
superlig,2015,galatasaray,galatasaray,100,True
superlig,2015,gaziantepspor,gaziantepspor,100,True
superlig,2015,genclerbirligiankara,genclerbirligi,82,True
superlig,2015,kasimpasa,kasimpasa,100,True
superlig,2015,kayserispor,kayserispor,100,True
superlig,2015,konyaspor,konyaspor,100,True
superlig,2015,mersinidmanyurdu,mersiniy,67,False
superlig,2015,osmanlisporfk,osmanlisporfk,100,True
superlig,2015,sivasspor,sivasspor,100,True
superlig,2015,trabzonspor,trabzonspor,100,True
