position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Lierse SK (-2018),36,21,12,3,75:32,43,75,https://www.transfermarkt.com.br/lierse-sk/spielplan/verein/204/saison_id/2009
2,K. Overpelt-Lommel United,36,20,10,6,55:27,28,70,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2009
3,RAEC Mons (-2015),36,19,9,8,56:32,24,66,https://www.transfermarkt.com.br/raec-mons/spielplan/verein/1411/saison_id/2009
4,KAS Eupen,36,16,12,8,56:37,19,60,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2009
5,Royal Boussu Dour Borinage,36,13,14,9,46:43,3,53,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2009
6,KV Red Star Waasland,36,13,13,10,46:49,-3,52,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2009
7,KV Oostende (-2024),36,12,15,9,49:45,4,51,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2009
8,Royal Antuérpia FC,36,10,17,9,55:53,2,47,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2009
9,Oud-Heverlee Leuven,36,11,12,13,50:66,-16,45,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2009
10,RFC Tournai,36,11,11,14,50:51,-1,44,https://www.transfermarkt.com.br/rfc-tournai/spielplan/verein/3751/saison_id/2009
11,Standaard Wetteren (-2015),36,12,8,16,48:59,-11,44,https://www.transfermarkt.com.br/standaard-wetteren/spielplan/verein/3083/saison_id/2009
12,FCV Dender EH,36,10,13,13,45:49,-4,43,https://www.transfermarkt.com.br/fcv-dender-eh/spielplan/verein/9010/saison_id/2009
13,KVK Tienen,36,11,10,15,44:58,-14,43,https://www.transfermarkt.com.br/kvk-tienen/spielplan/verein/3315/saison_id/2009
14,AFC Tubize,36,9,15,12,41:41,0,42,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2009
15,FC Brüssel,36,11,9,16,47:53,-6,42,https://www.transfermarkt.com.br/rwdm-brussel-fc/spielplan/verein/3898/saison_id/2009
16,KV Turnhout,36,10,11,15,50:57,-7,41,https://www.transfermarkt.com.br/kfc-turnhout/spielplan/verein/3230/saison_id/2009
17,KSK Ronse (-2022),36,10,9,17,51:57,-6,39,https://www.transfermarkt.com.br/ksk-ronse/spielplan/verein/3736/saison_id/2009
18,KSK Beveren (-2010),36,8,12,16,37:55,-18,36,https://www.transfermarkt.com.br/ksk-beveren/spielplan/verein/1073/saison_id/2009
19,RFC Lüttich,36,5,8,23,23:60,-37,23,https://www.transfermarkt.com.br/rfc-luttich/spielplan/verein/3159/saison_id/2009
