position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CD Nacional,24,14,8,2,36:16,20,50,https://www.transfermarkt.com.br/cd-nacional/spielplan/verein/982/saison_id/2019
2,SC Farense,24,15,3,6,35:22,13,48,https://www.transfermarkt.com.br/sc-farense/spielplan/verein/4294/saison_id/2019
3,CD Feirense,24,11,9,4,27:18,9,42,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2019
4,CD Mafra,24,10,9,5,33:24,9,39,https://www.transfermarkt.com.br/cd-mafra/spielplan/verein/7056/saison_id/2019
5,GD Estoril Praia,24,12,3,9,35:26,9,39,https://www.transfermarkt.com.br/gd-estoril-praia/spielplan/verein/1465/saison_id/2019
6,Varzim SC,24,10,7,7,32:31,1,37,https://www.transfermarkt.com.br/varzim-sc/spielplan/verein/4297/saison_id/2019
7,Académica de Coimbra,24,10,5,9,34:26,8,35,https://www.transfermarkt.com.br/academica-coimbra/spielplan/verein/2990/saison_id/2019
8,Académico de Viseu FC,24,9,7,8,21:24,-3,34,https://www.transfermarkt.com.br/academico-viseu-fc/spielplan/verein/7788/saison_id/2019
9,Leixões SC,24,8,9,7,23:22,1,33,https://www.transfermarkt.com.br/leixoes-sc/spielplan/verein/3345/saison_id/2019
10,SC Covilhã,24,9,5,10,29:27,2,32,https://www.transfermarkt.com.br/sc-covilha/spielplan/verein/10140/saison_id/2019
11,UD Oliveirense,24,9,5,10,36:31,5,32,https://www.transfermarkt.com.br/ud-oliveirense/spielplan/verein/8827/saison_id/2019
12,GD Chaves,24,9,5,10,26:26,0,32,https://www.transfermarkt.com.br/gd-chaves/spielplan/verein/3325/saison_id/2019
13,FC Porto B,24,7,8,9,35:36,-1,29,https://www.transfermarkt.com.br/fc-porto-b/spielplan/verein/10331/saison_id/2019
14,Futebol Clube Penafiel,24,6,10,8,23:24,-1,28,https://www.transfermarkt.com.br/fc-penafiel/spielplan/verein/3327/saison_id/2019
15,SL Benfica B,24,7,7,10,31:35,-4,28,https://www.transfermarkt.com.br/benfica-lissabon-b/spielplan/verein/10330/saison_id/2019
16,UD Vilafranquense,24,6,6,12,27:45,-18,24,https://www.transfermarkt.com.br/ud-vilafranquense/spielplan/verein/7119/saison_id/2019
17,CD Cova da Piedade,24,4,5,15,20:42,-22,17,https://www.transfermarkt.com.br/cd-cova-piedade/spielplan/verein/25817/saison_id/2019
18,Casa Pia AC,24,2,5,17,19:47,-28,11,https://www.transfermarkt.com.br/casa-pia-ac/spielplan/verein/3268/saison_id/2019
