position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Blackburn Rovers,42,27,8,7,80:39,41,89,https://www.transfermarkt.com.br/blackburn-rovers/spielplan/verein/164/saison_id/1994
2,Manchester United FC,42,26,10,6,77:28,49,88,https://www.transfermarkt.com.br/manchester-united/spielplan/verein/985/saison_id/1994
3,Nottingham Forest,42,22,11,9,72:43,29,77,https://www.transfermarkt.com.br/nottingham-forest/spielplan/verein/703/saison_id/1994
4,FC Liverpool,42,21,11,10,65:37,28,74,https://www.transfermarkt.com.br/fc-liverpool/spielplan/verein/31/saison_id/1994
5,Leeds United FC,42,20,13,9,59:38,21,73,https://www.transfermarkt.com.br/leeds-united/spielplan/verein/399/saison_id/1994
6,Newcastle United,42,20,12,10,67:47,20,72,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/1994
7,Tottenham Hotspur,42,16,14,12,66:58,8,62,https://www.transfermarkt.com.br/tottenham-hotspur/spielplan/verein/148/saison_id/1994
8,Queens Park Rangers,42,17,9,16,61:59,2,60,https://www.transfermarkt.com.br/queens-park-rangers/spielplan/verein/1039/saison_id/1994
9,Wimbledon FC (- 2004),42,15,11,16,48:65,-17,56,https://www.transfermarkt.com.br/wimbledon-fc-2004-/spielplan/verein/114309/saison_id/1994
10,FC Southampton,42,12,18,12,61:63,-2,54,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/1994
11,Chelsea FC,42,13,15,14,50:55,-5,54,https://www.transfermarkt.com.br/fc-chelsea/spielplan/verein/631/saison_id/1994
12,FC Arsenal,42,13,12,17,52:49,3,51,https://www.transfermarkt.com.br/fc-arsenal/spielplan/verein/11/saison_id/1994
13,Sheffield Wednesday,42,13,12,17,49:57,-8,51,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/1994
14,West Ham United,42,13,11,18,44:48,-4,50,https://www.transfermarkt.com.br/west-ham-united/spielplan/verein/379/saison_id/1994
15,FC Everton,42,11,17,14,44:51,-7,50,https://www.transfermarkt.com.br/fc-everton/spielplan/verein/29/saison_id/1994
16,Coventry City,42,12,14,16,44:62,-18,50,https://www.transfermarkt.com.br/coventry-city/spielplan/verein/990/saison_id/1994
17,Manchester City FC,42,12,13,17,53:64,-11,49,https://www.transfermarkt.com.br/manchester-city/spielplan/verein/281/saison_id/1994
18,Aston Villa FC,42,11,15,16,51:56,-5,48,https://www.transfermarkt.com.br/aston-villa/spielplan/verein/405/saison_id/1994
19,Crystal Palace FC,42,11,12,19,34:49,-15,45,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/1994
20,Norwich City,42,10,13,19,37:54,-17,43,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/1994
21,Leicester City FC,42,6,11,25,45:80,-35,29,https://www.transfermarkt.com.br/leicester-city/spielplan/verein/1003/saison_id/1994
22,Ipswich Town FC,42,7,6,29,36:93,-57,27,https://www.transfermarkt.com.br/ipswich-town/spielplan/verein/677/saison_id/1994
