position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SL Benfica,34,25,7,2,72:18,54,82,https://www.transfermarkt.com.br/benfica-lissabon/spielplan/verein/294/saison_id/2016
2,FC Porto,34,22,10,2,71:19,52,76,https://www.transfermarkt.com.br/fc-porto/spielplan/verein/720/saison_id/2016
3,Sporting CP,34,21,7,6,68:36,32,70,https://www.transfermarkt.com.br/sporting-lissabon/spielplan/verein/336/saison_id/2016
4,Vitória Sport Clube,34,18,8,8,50:39,11,62,https://www.transfermarkt.com.br/vitoria-guimaraes-sc/spielplan/verein/2420/saison_id/2016
5,SC Braga,34,15,9,10,51:36,15,54,https://www.transfermarkt.com.br/sc-braga/spielplan/verein/1075/saison_id/2016
6,Club Sport Marítimo,34,13,11,10,34:32,2,50,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/2016
7,Rio Ave Futebol Clube,34,14,7,13,41:39,2,49,https://www.transfermarkt.com.br/rio-ave-fc/spielplan/verein/2425/saison_id/2016
8,CD Feirense,34,14,6,14,31:45,-14,48,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2016
9,Boavista FC,34,10,13,11,33:36,-3,43,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/2016
10,GD Estoril Praia,34,10,8,16,36:42,-6,38,https://www.transfermarkt.com.br/gd-estoril-praia/spielplan/verein/1465/saison_id/2016
11,GD Chaves,34,8,14,12,35:42,-7,38,https://www.transfermarkt.com.br/gd-chaves/spielplan/verein/3325/saison_id/2016
12,Vitória Futebol Clube,34,10,8,16,30:39,-9,38,https://www.transfermarkt.com.br/vitoria-setubal-fc/spielplan/verein/1085/saison_id/2016
13,FC Paços de Ferreira,34,8,12,14,32:45,-13,36,https://www.transfermarkt.com.br/fc-pacos-de-ferreira/spielplan/verein/2995/saison_id/2016
14,CF Os Belenenses,34,9,9,16,27:45,-18,36,https://www.transfermarkt.com.br/cf-os-belenenses/spielplan/verein/68608/saison_id/2016
15,Moreirense Futebol Clube,34,8,9,17,33:48,-15,33,https://www.transfermarkt.com.br/moreirense-fc/spielplan/verein/979/saison_id/2016
16,Clube Desportivo Tondela,34,8,8,18,29:52,-23,32,https://www.transfermarkt.com.br/cd-tondela/spielplan/verein/7179/saison_id/2016
17,FC Arouca,34,9,5,20,33:57,-24,32,https://www.transfermarkt.com.br/fc-arouca/spielplan/verein/8024/saison_id/2016
18,CD Nacional,34,4,9,21,22:58,-36,21,https://www.transfermarkt.com.br/cd-nacional/spielplan/verein/982/saison_id/2016
