position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,1.FC Nuremberg,34,20,5,9,58:35,23,65,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/2000
2,Borussia Mönchengladbach,34,17,11,6,62:31,31,62,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/2000
3,FC St. Pauli,34,17,9,8,70:52,18,60,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/2000
4,SV Waldhof Mannheim,34,17,8,9,57:42,15,59,https://www.transfermarkt.com.br/sv-waldhof-mannheim/spielplan/verein/85/saison_id/2000
5,SpVgg Greuther Fürth,34,15,9,10,55:38,17,54,https://www.transfermarkt.com.br/spvgg-greuther-furth/spielplan/verein/65/saison_id/2000
6,LR Ahlen,34,15,9,10,61:53,8,54,https://www.transfermarkt.com.br/rot-weiss-ahlen/spielplan/verein/50/saison_id/2000
7,SSV Reutlingen 05,34,15,8,11,64:52,12,53,https://www.transfermarkt.com.br/ssv-reutlingen-05/spielplan/verein/68/saison_id/2000
8,1.FC Saarbrücken,34,14,8,12,48:59,-11,50,https://www.transfermarkt.com.br/1-fc-saarbrucken/spielplan/verein/1/saison_id/2000
9,Hannover 96,34,12,10,12,52:45,7,46,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/2000
10,Alemannia Aachen,34,13,7,14,42:60,-18,46,https://www.transfermarkt.com.br/alemannia-aachen/spielplan/verein/8/saison_id/2000
11,MSV Duisburg,34,12,9,13,46:40,6,45,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/2000
12,Rot-Weiß Oberhausen,34,13,6,15,45:50,-5,45,https://www.transfermarkt.com.br/rot-weiss-oberhausen/spielplan/verein/57/saison_id/2000
13,Arminia Bielefeld,34,10,11,13,53:46,7,41,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/2000
14,1.FSV Mainz 05,34,10,10,14,37:45,-8,40,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/2000
15,VfL Osnabrück,34,9,10,15,40:52,-12,37,https://www.transfermarkt.com.br/vfl-osnabruck/spielplan/verein/81/saison_id/2000
16,SSV Ulm 1846,34,9,7,18,42:58,-16,34,https://www.transfermarkt.com.br/ssv-ulm-1846/spielplan/verein/69/saison_id/2000
17,Stuttgarter Kickers,34,8,10,16,31:51,-20,34,https://www.transfermarkt.com.br/stuttgarter-kickers/spielplan/verein/71/saison_id/2000
18,Chemnitzer FC,34,3,7,24,24:78,-54,16,https://www.transfermarkt.com.br/chemnitzer-fc/spielplan/verein/21/saison_id/2000
