position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Sporting CP,34,23,8,3,57:22,35,77,https://www.transfermarkt.com.br/sporting-lissabon/spielplan/verein/336/saison_id/1999
2,FC Porto,34,22,7,5,66:26,40,73,https://www.transfermarkt.com.br/fc-porto/spielplan/verein/720/saison_id/1999
3,SL Benfica,34,21,6,7,58:33,25,69,https://www.transfermarkt.com.br/benfica-lissabon/spielplan/verein/294/saison_id/1999
4,Boavista FC,34,16,7,11,40:31,9,55,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/1999
5,Gil Vicente Futebol Clube,34,14,11,9,48:34,14,53,https://www.transfermarkt.com.br/gil-vicente-fc/spielplan/verein/2424/saison_id/1999
6,Club Sport Marítimo,34,13,11,10,42:36,6,50,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/1999
7,Vitória Sport Clube,34,14,6,14,48:43,5,48,https://www.transfermarkt.com.br/vitoria-guimaraes-sc/spielplan/verein/2420/saison_id/1999
8,Clube Futebol Estrela da Amadora,34,10,15,9,40:35,5,45,https://www.transfermarkt.com.br/cf-estrela-amadora-sad/spielplan/verein/2431/saison_id/1999
9,SC Braga,34,12,7,15,44:45,-1,43,https://www.transfermarkt.com.br/sc-braga/spielplan/verein/1075/saison_id/1999
10,UD Leiria,34,10,12,12,31:35,-4,42,https://www.transfermarkt.com.br/uniao-leiria/spielplan/verein/2639/saison_id/1999
11,FC Alverca,34,11,8,15,39:48,-9,41,https://www.transfermarkt.com.br/fc-alverca/spielplan/verein/2521/saison_id/1999
12,CF Os Belenenses,34,9,13,12,36:38,-2,40,https://www.transfermarkt.com.br/cf-os-belenenses/spielplan/verein/68608/saison_id/1999
13,SC Campomaiorense (-2013),34,10,6,18,31:51,-20,36,https://www.transfermarkt.com.br/sc-campomaiorense/spielplan/verein/59/saison_id/1999
14,SC Farense,34,8,11,15,35:60,-25,35,https://www.transfermarkt.com.br/sc-farense/spielplan/verein/4294/saison_id/1999
15,SC Salgueiros,34,9,7,18,30:49,-19,34,https://www.transfermarkt.com.br/sc-salgueiros/spielplan/verein/2434/saison_id/1999
16,Rio Ave Futebol Clube,34,8,9,17,34:54,-20,33,https://www.transfermarkt.com.br/rio-ave-fc/spielplan/verein/2425/saison_id/1999
17,Vitória Futebol Clube,34,9,6,19,25:49,-24,33,https://www.transfermarkt.com.br/vitoria-setubal-fc/spielplan/verein/1085/saison_id/1999
18,Clube Desportivo Santa Clara,34,7,10,17,35:50,-15,31,https://www.transfermarkt.com.br/cd-santa-clara/spielplan/verein/2423/saison_id/1999
