position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Atlético Goianiense,38,22,10,6,60:35,25,76,https://www.transfermarkt.com.br/atletico-clube-goianiense/spielplan/verein/15172/saison_id/2015
2,Avaí FC,38,19,9,10,45:34,11,66,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2015
3,CR Vasco da Gama,38,19,8,11,54:41,13,65,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2015
4,EC Bahia,38,18,9,11,57:34,23,63,https://www.transfermarkt.com.br/esporte-clube-bahia/spielplan/verein/10010/saison_id/2015
5,Náutico,38,18,6,14,55:43,12,60,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2015
6,Londrina EC,38,16,12,10,40:29,11,60,https://www.transfermarkt.com.br/londrina-esporte-clube-pr-/spielplan/verein/1693/saison_id/2015
7,CRB,38,17,7,14,57:54,3,58,https://www.transfermarkt.com.br/clube-de-regatas-brasil-al-/spielplan/verein/11449/saison_id/2015
8,Criciúma EC,38,16,8,14,49:46,3,56,https://www.transfermarkt.com.br/criciuma-esporte-clube/spielplan/verein/7178/saison_id/2015
9,Luverdense EC,38,13,16,9,43:39,4,55,https://www.transfermarkt.com.br/luverdense-esporte-clube-mt-/spielplan/verein/21599/saison_id/2015
10,Ceará SC,38,14,12,12,49:47,2,54,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2015
11,GE Brasil,38,14,12,12,40:38,2,54,https://www.transfermarkt.com.br/gremio-esportivo-brasil-rs-/spielplan/verein/10560/saison_id/2015
12,Vila Nova FC,38,15,8,15,54:52,2,53,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2015
13,Goiás EC,38,13,11,14,49:48,1,50,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2015
14,Paysandu SC,38,11,16,11,40:44,-4,49,https://www.transfermarkt.com.br/paysandu-sport-club-pa-/spielplan/verein/6347/saison_id/2015
15,Paraná Clube,38,10,11,17,39:55,-16,41,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2015
16,Oeste FC,38,8,17,13,32:46,-14,41,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2015
17,Joinville EC,38,9,13,16,32:42,-10,40,https://www.transfermarkt.com.br/joinville-ec-sc-/spielplan/verein/3330/saison_id/2015
18,Tupi FC,38,8,9,21,40:56,-16,33,https://www.transfermarkt.com.br/tupi-football-club-mg-/spielplan/verein/8294/saison_id/2015
19,CA Bragantino,38,8,8,22,30:54,-24,32,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2015
20,Sampaio Corrêa FC,38,5,12,21,29:57,-28,27,https://www.transfermarkt.com.br/sampaio-correa-fc-ma-/spielplan/verein/3319/saison_id/2015
