g_type,g_type_display,threshold_label,n_teams,mean_normalized_rank,median_normalized_rank,std_normalized_rank,min_normalized_rank,max_normalized_rank,n_top_half,pct_top_half,n_bottom_half,pct_bottom_half
balanced,G0 (Balanced),G: 0.200,4578,0.5033348866951004,0.5238095238095238,0.3042386280499705,0.0,1.0,2240,48.92966360856269,2338,51.07033639143731
unbalanced_weak,G- (Unbalanced Weak),G: 0.200,1506,0.4847381101932522,0.47368421052631576,0.30376627512791965,0.0,1.0,808,53.65205843293493,698,46.34794156706507
unbalanced_strong,G+ (Unbalanced Strong),G: 0.200,1481,0.505020635390049,0.5238095238095238,0.30278774328495844,0.0,1.0,731,49.358541525995946,750,50.641458474004054
