position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Zulte Waregem,29,18,6,5,55:30,25,59,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2024
2,RAAL La Louvière,29,17,9,3,50:24,26,59,https://www.transfermarkt.com.br/raal-la-louviere/spielplan/verein/3901/saison_id/2024
3,RWD Molenbeek,29,17,7,5,42:21,21,57,https://www.transfermarkt.com.br/rwd-molenbeek/spielplan/verein/54189/saison_id/2024
4,SK Beveren,29,14,10,5,41:27,14,51,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2024
5,Patro Eisden Maasmechelen,29,13,11,5,51:28,23,49,https://www.transfermarkt.com.br/patro-eisden-maasmechelen/spielplan/verein/3225/saison_id/2024
6,Club NXT,29,14,6,9,46:35,11,47,https://www.transfermarkt.com.br/club-nxt/spielplan/verein/43560/saison_id/2024
7,KSC Lokeren-Temse,29,12,6,11,32:35,-3,41,https://www.transfermarkt.com.br/ksc-lokeren-temse/spielplan/verein/7773/saison_id/2024
8,K Lierse SK,29,11,8,10,40:35,5,40,https://www.transfermarkt.com.br/ksk-lierse-kempenzonen/spielplan/verein/28107/saison_id/2024
9,RFC Lüttich,29,9,8,12,38:44,-6,34,https://www.transfermarkt.com.br/rfc-luttich/spielplan/verein/3159/saison_id/2024
10,KAS Eupen,28,8,6,14,38:47,-9,30,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2024
11,Lommel SK,29,8,6,15,32:46,-14,29,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2024
12,Francs Borains,29,8,5,16,29:50,-21,28,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2024
13,RSCA Futures,29,5,9,15,41:54,-13,23,https://www.transfermarkt.com.br/rsc-anderlecht-u21/spielplan/verein/30857/saison_id/2024
14,RFC Seraing,29,3,11,15,28:55,-27,19,https://www.transfermarkt.com.br/rfc-seraing/spielplan/verein/2715/saison_id/2024
15,Jong Genk,29,3,6,20,30:62,-32,14,https://www.transfermarkt.com.br/krc-genk-u21/spielplan/verein/46736/saison_id/2024
16,KMSK Deinze (-2024),14,0,14,0,0:0,0,-6,https://www.transfermarkt.com.br/kmsk-deinze/spielplan/verein/2321/saison_id/2024
