position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Matsumoto Yamaga,42,21,14,7,54:34,20,77,https://www.transfermarkt.com.br/matsumoto-yamaga/spielplan/verein/25765/saison_id/2017
2,Oita Trinita,42,23,7,12,76:51,25,76,https://www.transfermarkt.com.br/oita-trinita/spielplan/verein/3935/saison_id/2017
3,Yokohama FC,42,21,13,8,63:44,19,76,https://www.transfermarkt.com.br/yokohama-fc/spielplan/verein/943/saison_id/2017
4,Machida Zelvia,42,21,13,8,62:44,18,76,https://www.transfermarkt.com.br/machida-zelvia/spielplan/verein/23568/saison_id/2017
5,Omiya Ardija,42,21,8,13,65:48,17,71,https://www.transfermarkt.com.br/omiya-ardija/spielplan/verein/7452/saison_id/2017
6,Tokyo Verdy,42,19,14,9,56:41,15,71,https://www.transfermarkt.com.br/tokyo-verdy/spielplan/verein/3734/saison_id/2017
7,Avispa Fukuoka,42,19,13,10,58:42,16,70,https://www.transfermarkt.com.br/avispa-fukuoka/spielplan/verein/9597/saison_id/2017
8,Renofa Yamaguchi,42,16,13,13,63:64,-1,61,https://www.transfermarkt.com.br/renofa-yamaguchi/spielplan/verein/28730/saison_id/2017
9,Ventforet Kofu,42,16,11,15,56:46,10,59,https://www.transfermarkt.com.br/ventforet-kofu/spielplan/verein/10999/saison_id/2017
10,Mito HollyHock,42,16,9,17,48:46,2,57,https://www.transfermarkt.com.br/mito-hollyhock/spielplan/verein/21975/saison_id/2017
11,Tokushima Vortis,42,16,8,18,48:42,6,56,https://www.transfermarkt.com.br/tokushima-vortis/spielplan/verein/17832/saison_id/2017
12,Montedio Yamagata,42,14,14,14,49:51,-2,56,https://www.transfermarkt.com.br/montedio-yamagata/spielplan/verein/16190/saison_id/2017
13,Zweigen Kanazawa,42,14,13,15,52:48,4,55,https://www.transfermarkt.com.br/zweigen-kanazawa/spielplan/verein/24321/saison_id/2017
14,JEF United Chiba,42,16,7,19,72:72,0,55,https://www.transfermarkt.com.br/jef-united-chiba/spielplan/verein/672/saison_id/2017
15,Fagiano Okayama,42,14,11,17,39:43,-4,53,https://www.transfermarkt.com.br/fagiano-okayama/spielplan/verein/22171/saison_id/2017
16,Albirex Niigata,42,15,8,19,48:56,-8,53,https://www.transfermarkt.com.br/albirex-niigata/spielplan/verein/8344/saison_id/2017
17,Tochigi SC,42,13,11,18,38:48,-10,50,https://www.transfermarkt.com.br/tochigi-sc/spielplan/verein/22179/saison_id/2017
18,Ehime FC,42,12,12,18,34:52,-18,48,https://www.transfermarkt.com.br/ehime-fc/spielplan/verein/20682/saison_id/2017
19,Kyoto Sanga,42,12,7,23,40:58,-18,43,https://www.transfermarkt.com.br/kyoto-sanga/spielplan/verein/593/saison_id/2017
20,FC Gifu,42,11,9,22,44:62,-18,42,https://www.transfermarkt.com.br/fc-gifu/spielplan/verein/13600/saison_id/2017
21,Roasso Kumamoto,42,9,7,26,50:79,-29,34,https://www.transfermarkt.com.br/roasso-kumamoto/spielplan/verein/22175/saison_id/2017
22,Kamatamare Sanuki,42,7,10,25,28:72,-44,31,https://www.transfermarkt.com.br/kamatamare-sanuki/spielplan/verein/28522/saison_id/2017
