position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Manchester City FC,38,32,4,2,106:27,79,100,https://www.transfermarkt.com.br/manchester-city/spielplan/verein/281/saison_id/2017
2,Manchester United FC,38,25,6,7,68:28,40,81,https://www.transfermarkt.com.br/manchester-united/spielplan/verein/985/saison_id/2017
3,Tottenham Hotspur,38,23,8,7,74:36,38,77,https://www.transfermarkt.com.br/tottenham-hotspur/spielplan/verein/148/saison_id/2017
4,FC Liverpool,38,21,12,5,84:38,46,75,https://www.transfermarkt.com.br/fc-liverpool/spielplan/verein/31/saison_id/2017
5,Chelsea FC,38,21,7,10,62:38,24,70,https://www.transfermarkt.com.br/fc-chelsea/spielplan/verein/631/saison_id/2017
6,FC Arsenal,38,19,6,13,74:51,23,63,https://www.transfermarkt.com.br/fc-arsenal/spielplan/verein/11/saison_id/2017
7,FC Burnley,38,14,12,12,36:39,-3,54,https://www.transfermarkt.com.br/fc-burnley/spielplan/verein/1132/saison_id/2017
8,FC Everton,38,13,10,15,44:58,-14,49,https://www.transfermarkt.com.br/fc-everton/spielplan/verein/29/saison_id/2017
9,Leicester City FC,38,12,11,15,56:60,-4,47,https://www.transfermarkt.com.br/leicester-city/spielplan/verein/1003/saison_id/2017
10,Newcastle United,38,12,8,18,39:47,-8,44,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/2017
11,Crystal Palace FC,38,11,11,16,45:55,-10,44,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2017
12,AFC Bournemouth,38,11,11,16,45:61,-16,44,https://www.transfermarkt.com.br/afc-bournemouth/spielplan/verein/989/saison_id/2017
13,West Ham United,38,10,12,16,48:68,-20,42,https://www.transfermarkt.com.br/west-ham-united/spielplan/verein/379/saison_id/2017
14,FC Watford,38,11,8,19,44:64,-20,41,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2017
15,Brighton & Hove Albion,38,9,13,16,34:54,-20,40,https://www.transfermarkt.com.br/brighton-amp-hove-albion/spielplan/verein/1237/saison_id/2017
16,Huddersfield Town,38,9,10,19,28:58,-30,37,https://www.transfermarkt.com.br/huddersfield-town/spielplan/verein/1110/saison_id/2017
17,FC Southampton,38,7,15,16,37:56,-19,36,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/2017
18,Swansea City AFC,38,8,9,21,28:56,-28,33,https://www.transfermarkt.com.br/swansea-city/spielplan/verein/2288/saison_id/2017
19,Stoke City,38,7,12,19,35:68,-33,33,https://www.transfermarkt.com.br/stoke-city/spielplan/verein/512/saison_id/2017
20,West Bromwich Albion,38,6,13,19,31:56,-25,31,https://www.transfermarkt.com.br/west-bromwich-albion/spielplan/verein/984/saison_id/2017
