position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SE Palmeiras,38,24,8,6,62:32,30,80,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2015
2,Santos FC,38,22,5,11,59:35,24,71,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2015
3,CR Flamengo,38,20,11,7,52:35,17,71,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2015
4,Atlético Mineiro,37,17,11,9,61:50,11,62,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2015
5,Botafogo FR,38,17,8,13,43:39,4,59,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2015
6,Clube Atlético Paranaense,38,17,6,15,38:32,6,57,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2015
7,SC Corinthians,38,15,10,13,48:42,6,55,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2015
8,Grêmio FBPA,38,14,11,13,41:44,-3,53,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2015
9,AA Ponte Preta,38,15,8,15,48:52,-4,53,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2015
10,São Paulo FC,38,14,10,14,44:36,8,52,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2015
11,Chapecoense,37,13,13,11,49:53,-4,52,https://www.transfermarkt.com.br/chapecoense/spielplan/verein/17776/saison_id/2015
12,Cruzeiro EC,38,14,9,15,48:49,-1,51,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2015
13,Fluminense FC,38,13,11,14,45:45,0,50,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2015
14,Sport Recife,38,13,8,17,49:55,-6,47,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2015
15,Coritiba FC,38,11,13,14,41:42,-1,46,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2015
16,EC Vitória,38,12,9,17,51:53,-2,45,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2015
17,SC Internacional,38,11,10,17,35:41,-6,43,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2015
18,Figueirense FC,38,8,13,17,30:50,-20,37,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2015
19,Santa Cruz FC,38,8,7,23,45:69,-24,31,https://www.transfermarkt.com.br/santa-cruz-futebol-clube-pe-/spielplan/verein/1785/saison_id/2015
20,América Mineiro,38,7,7,24,23:58,-35,28,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2015
