position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Cagliari Calcio,42,25,8,9,78:41,37,83,https://www.transfermarkt.com.br/cagliari-calcio/spielplan/verein/1390/saison_id/2015
2,FC Crotone,42,23,13,6,61:36,25,82,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2015
3,Trapani Calcio,42,20,13,9,64:49,15,73,https://www.transfermarkt.com.br/trapani-calcio/spielplan/verein/4331/saison_id/2015
4,Delfino Pescara 1936,42,21,9,12,69:52,17,72,https://www.transfermarkt.com.br/delfino-pescara-1936/spielplan/verein/2921/saison_id/2015
5,FC Bari 1908,42,19,11,12,58:48,10,68,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2015
6,AC Cesena,42,19,11,12,57:37,20,68,https://www.transfermarkt.com.br/cesena-fc/spielplan/verein/1429/saison_id/2015
7,Spezia Calcio,42,17,15,10,47:45,2,66,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2015
8,Novara Calcio 1908,42,19,10,13,57:35,22,65,https://www.transfermarkt.com.br/novara-calcio/spielplan/verein/6692/saison_id/2015
9,ACDV Entella Chiaveri,42,17,13,12,51:40,11,64,https://www.transfermarkt.com.br/virtus-entella/spielplan/verein/20519/saison_id/2015
10,AC Perugia Calcio,42,14,13,15,40:40,0,55,https://www.transfermarkt.com.br/ac-perugia-calcio/spielplan/verein/839/saison_id/2015
11,Brescia Calcio,42,14,12,16,55:64,-9,54,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2015
12,Ternana Calcio,42,15,8,19,50:56,-6,53,https://www.transfermarkt.com.br/ternana-calcio/spielplan/verein/1103/saison_id/2015
13,Vicenza Calcio,42,11,16,15,41:53,-12,49,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2015
14,US Avellino 1912,42,13,10,19,52:66,-14,49,https://www.transfermarkt.com.br/us-avellino-1912/spielplan/verein/2331/saison_id/2015
15,Ascoli Picchio,42,13,8,21,45:64,-19,47,https://www.transfermarkt.com.br/ascoli-calcio/spielplan/verein/408/saison_id/2015
16,US Latina Calcio,42,10,16,16,44:51,-7,46,https://www.transfermarkt.com.br/latina-calcio-1932/spielplan/verein/22045/saison_id/2015
17,FC Pro Vercelli 1892,42,11,13,18,43:53,-10,46,https://www.transfermarkt.com.br/fc-pro-vercelli-1892/spielplan/verein/26789/saison_id/2015
18,US Salernitana 1919,42,9,18,15,48:62,-14,45,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2015
19,S.S. Virtus Lanciano 1924,42,12,12,18,43:56,-13,44,https://www.transfermarkt.com.br/ss-virtus-lanciano/spielplan/verein/4718/saison_id/2015
20,AS Livorno,42,10,12,20,45:57,-12,42,https://www.transfermarkt.com.br/as-livorno/spielplan/verein/1210/saison_id/2015
21,Modena FC,42,11,9,22,37:55,-18,42,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2015
22,Calcio Como,42,5,18,19,39:64,-25,33,https://www.transfermarkt.com.br/como-1907/spielplan/verein/1047/saison_id/2015
