position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Manchester City FC,38,27,5,6,102:37,65,86,https://www.transfermarkt.com.br/manchester-city/spielplan/verein/281/saison_id/2013
2,FC Liverpool,38,26,6,6,101:50,51,84,https://www.transfermarkt.com.br/fc-liverpool/spielplan/verein/31/saison_id/2013
3,Chelsea FC,38,25,7,6,71:27,44,82,https://www.transfermarkt.com.br/fc-chelsea/spielplan/verein/631/saison_id/2013
4,FC Arsenal,38,24,7,7,68:41,27,79,https://www.transfermarkt.com.br/fc-arsenal/spielplan/verein/11/saison_id/2013
5,FC Everton,38,21,9,8,61:39,22,72,https://www.transfermarkt.com.br/fc-everton/spielplan/verein/29/saison_id/2013
6,Tottenham Hotspur,38,21,6,11,55:51,4,69,https://www.transfermarkt.com.br/tottenham-hotspur/spielplan/verein/148/saison_id/2013
7,Manchester United FC,38,19,7,12,64:43,21,64,https://www.transfermarkt.com.br/manchester-united/spielplan/verein/985/saison_id/2013
8,FC Southampton,38,15,11,12,54:46,8,56,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/2013
9,Stoke City,38,13,11,14,45:52,-7,50,https://www.transfermarkt.com.br/stoke-city/spielplan/verein/512/saison_id/2013
10,Newcastle United,38,15,4,19,43:59,-16,49,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/2013
11,Crystal Palace FC,38,13,6,19,33:48,-15,45,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2013
12,Swansea City AFC,38,11,9,18,54:54,0,42,https://www.transfermarkt.com.br/swansea-city/spielplan/verein/2288/saison_id/2013
13,West Ham United,38,11,7,20,40:51,-11,40,https://www.transfermarkt.com.br/west-ham-united/spielplan/verein/379/saison_id/2013
14,AFC Sunderland,38,10,8,20,41:60,-19,38,https://www.transfermarkt.com.br/afc-sunderland/spielplan/verein/289/saison_id/2013
15,Aston Villa FC,38,10,8,20,39:61,-22,38,https://www.transfermarkt.com.br/aston-villa/spielplan/verein/405/saison_id/2013
16,Hull City,38,10,7,21,38:53,-15,37,https://www.transfermarkt.com.br/hull-city/spielplan/verein/3008/saison_id/2013
17,West Bromwich Albion,38,7,15,16,43:59,-16,36,https://www.transfermarkt.com.br/west-bromwich-albion/spielplan/verein/984/saison_id/2013
18,Norwich City,38,8,9,21,28:62,-34,33,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/2013
19,FC Fulham,38,9,5,24,40:85,-45,32,https://www.transfermarkt.com.br/fc-fulham/spielplan/verein/931/saison_id/2013
20,Cardiff City,38,7,9,22,32:74,-42,30,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2013
