position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Hansa Rostock,34,19,8,7,66:30,36,46:22,https://www.transfermarkt.com.br/fc-hansa-rostock/spielplan/verein/30/saison_id/1994
2,FC St. Pauli,34,15,14,5,58:33,25,44:24,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/1994
3,Fortuna Düsseldorf 95,34,15,13,6,51:35,16,43:25,https://www.transfermarkt.com.br/fortuna-dusseldorf/spielplan/verein/38/saison_id/1994
4,VfL Wolfsburg,34,15,13,6,51:40,11,43:25,https://www.transfermarkt.com.br/vfl-wolfsburg/spielplan/verein/82/saison_id/1994
5,SV Waldhof Mannheim,34,13,16,5,48:35,13,42:26,https://www.transfermarkt.com.br/sv-waldhof-mannheim/spielplan/verein/85/saison_id/1994
6,SV Meppen,34,15,11,8,54:38,16,41:27,https://www.transfermarkt.com.br/sv-meppen/spielplan/verein/247/saison_id/1994
7,1.FC Saarbrücken,34,11,13,10,45:43,2,35:33,https://www.transfermarkt.com.br/1-fc-saarbrucken/spielplan/verein/1/saison_id/1994
8,SC Fortuna Köln,34,13,8,13,55:49,6,34:34,https://www.transfermarkt.com.br/sc-fortuna-koln/spielplan/verein/92/saison_id/1994
9,Chemnitzer FC,34,11,12,11,47:50,-3,34:34,https://www.transfermarkt.com.br/chemnitzer-fc/spielplan/verein/21/saison_id/1994
10,SG Wattenscheid 09,34,11,11,12,50:52,-2,33:35,https://www.transfermarkt.com.br/sg-wattenscheid-09/spielplan/verein/97/saison_id/1994
11,Hertha Berlim,34,10,12,12,41:45,-4,32:36,https://www.transfermarkt.com.br/hertha-bsc/spielplan/verein/44/saison_id/1994
12,Hannover 96,34,10,11,13,52:50,2,31:37,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/1994
13,VfB Leipzig,34,11,8,15,44:44,0,30:38,https://www.transfermarkt.com.br/1-fc-lokomotive-leipzig/spielplan/verein/497/saison_id/1994
14,1.FSV Mainz 05,34,10,10,14,50:55,-5,30:38,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/1994
15,1.FC Nuremberg,34,8,14,12,38:47,-9,30:38,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/1994
16,FSV Zwickau,34,6,17,11,32:50,-18,29:39,https://www.transfermarkt.com.br/fsv-zwickau/spielplan/verein/275/saison_id/1994
17,FC 08 Homburg,34,8,7,19,41:63,-22,23:45,https://www.transfermarkt.com.br/fc-08-homburg/spielplan/verein/459/saison_id/1994
18,FSV Frankfurt,34,3,6,25,39:103,-64,12:56,https://www.transfermarkt.com.br/fsv-frankfurt/spielplan/verein/293/saison_id/1994
