position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,KVC Westerlo,34,24,6,4,67:23,44,78,https://www.transfermarkt.com.br/kvc-westerlo/spielplan/verein/968/saison_id/2013
2,KAS Eupen,34,22,8,4,75:27,48,74,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2013
3,VV St.Truiden,34,20,7,7,51:31,20,67,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2013
4,Royal Mouscron-Péruwelz,34,20,6,8,53:27,26,66,https://www.transfermarkt.com.br/royal-excel-mouscron/spielplan/verein/29228/saison_id/2013
5,Lommel United,34,16,11,7,56:34,22,59,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2013
6,AFC Tubize,34,15,9,10,59:45,14,54,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2013
7,Royal Antuérpia FC,34,13,10,11,47:35,12,49,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2013
8,RWDM Brüssel FC (-2014),34,12,9,13,38:41,-3,45,https://www.transfermarkt.com.br/rwdm-brussel-fc/spielplan/verein/3898/saison_id/2013
9,Royal Boussu Dour Borinage,34,12,9,13,45:51,-6,45,https://www.transfermarkt.com.br/royal-francs-borains/spielplan/verein/2974/saison_id/2013
10,Verbroedering Meerhout,34,11,10,13,45:49,-4,43,https://www.transfermarkt.com.br/as-verbroedering-geel/spielplan/verein/9681/saison_id/2013
11,V.C. Eendracht Aalst 2002 (-2024),34,11,9,14,37:49,-12,42,https://www.transfermarkt.com.br/sc-eendracht-aalst/spielplan/verein/1111/saison_id/2013
12,White Star Brüssel (- 2017),34,10,10,14,37:38,-1,40,https://www.transfermarkt.com.br/white-star-brussel/spielplan/verein/6342/saison_id/2013
13,Royal Excelsior Virton,34,10,8,16,47:48,-1,38,https://www.transfermarkt.com.br/royal-excelsior-virton/spielplan/verein/1199/saison_id/2013
14,KSV Roeselare (-2020),34,8,11,15,41:62,-21,35,https://www.transfermarkt.com.br/ksv-roeselare/spielplan/verein/2977/saison_id/2013
15,KFC Dessel Sport,34,10,5,19,37:60,-23,35,https://www.transfermarkt.com.br/kfc-dessel-sport/spielplan/verein/1910/saison_id/2013
16,KSK Heist,34,7,10,17,38:74,-36,31,https://www.transfermarkt.com.br/ksk-heist/spielplan/verein/9888/saison_id/2013
17,Hoogstraten VV,34,7,7,20,33:61,-28,28,https://www.transfermarkt.com.br/hoogstraten-vv/spielplan/verein/11057/saison_id/2013
18,CS Visé (-2015),34,2,7,25,26:77,-51,13,https://www.transfermarkt.com.br/cs-vise/spielplan/verein/3172/saison_id/2013
