position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,US Sassuolo,42,25,10,7,78:40,38,85,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2012
2,Hellas Verona,42,23,13,6,67:32,35,82,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2012
3,AS Livorno,42,23,11,8,77:47,30,80,https://www.transfermarkt.com.br/as-livorno/spielplan/verein/1210/saison_id/2012
4,FC Empoli,42,20,13,9,69:51,18,73,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2012
5,Novara Calcio 1908,42,19,10,13,73:46,27,64,https://www.transfermarkt.com.br/novara-calcio/spielplan/verein/6692/saison_id/2012
6,Brescia Calcio,42,15,17,10,58:50,8,62,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2012
7,Varese 1910,42,16,13,13,55:53,2,60,https://www.transfermarkt.com.br/varese-calcio/spielplan/verein/4361/saison_id/2012
8,Modena FC,42,15,12,15,52:51,1,55,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2012
9,Ternana Calcio,42,12,17,13,37:38,-1,53,https://www.transfermarkt.com.br/ternana-calcio/spielplan/verein/1103/saison_id/2012
10,AS Bari,42,16,12,14,55:47,8,53,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2012
11,Calcio Padova,42,12,17,13,47:51,-4,53,https://www.transfermarkt.com.br/calcio-padova/spielplan/verein/3037/saison_id/2012
12,FC Crotone,42,14,13,15,45:56,-11,53,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2012
13,Spezia Calcio,42,12,15,15,52:58,-6,51,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2012
14,AC Cesena,42,12,14,16,46:59,-13,50,https://www.transfermarkt.com.br/cesena-fc/spielplan/verein/1429/saison_id/2012
15,AS Cittadella,42,12,14,16,48:61,-13,50,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2012
16,SS Juve Stabia,42,12,14,16,54:65,-11,50,https://www.transfermarkt.com.br/ss-juve-stabia/spielplan/verein/5587/saison_id/2012
17,Reggina Calcio,42,12,15,15,42:51,-9,49,https://www.transfermarkt.com.br/reggina-1914/spielplan/verein/1386/saison_id/2012
18,S.S. Virtus Lanciano 1924,42,9,21,12,50:60,-10,48,https://www.transfermarkt.com.br/ss-virtus-lanciano/spielplan/verein/4718/saison_id/2012
19,Vicenza Calcio,42,10,12,20,41:58,-17,42,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2012
20,Ascoli Calcio 1898,42,11,9,22,48:67,-19,41,https://www.transfermarkt.com.br/ascoli-calcio/spielplan/verein/408/saison_id/2012
21,FC Pro Vercelli 1892,42,8,9,25,37:67,-30,33,https://www.transfermarkt.com.br/fc-pro-vercelli-1892/spielplan/verein/26789/saison_id/2012
22,US Grosseto FC,42,7,13,22,44:67,-23,28,https://www.transfermarkt.com.br/us-grosseto-1912/spielplan/verein/4333/saison_id/2012
