position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Delfino Pescara 1936,42,26,5,11,90:55,35,83,https://www.transfermarkt.com.br/delfino-pescara-1936/spielplan/verein/2921/saison_id/2011
2,Torino FC,42,24,11,7,57:28,29,83,https://www.transfermarkt.com.br/fc-turin/spielplan/verein/416/saison_id/2011
3,US Sassuolo,42,22,14,6,57:33,24,80,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2011
4,Hellas Verona,42,23,9,10,60:41,19,78,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2011
5,Varese 1910,42,20,11,11,57:41,16,71,https://www.transfermarkt.com.br/varese-calcio/spielplan/verein/4361/saison_id/2011
6,UC Sampdoria,42,17,16,9,53:34,19,67,https://www.transfermarkt.com.br/sampdoria-genua/spielplan/verein/1038/saison_id/2011
7,Calcio Padova,42,18,9,15,56:58,-2,63,https://www.transfermarkt.com.br/calcio-padova/spielplan/verein/3037/saison_id/2011
8,Brescia Calcio (- 2025),42,15,12,15,48:50,-2,57,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2011
9,SS Juve Stabia,42,16,13,13,53:49,4,57,https://www.transfermarkt.com.br/ss-juve-stabia/spielplan/verein/5587/saison_id/2011
10,Reggina Calcio,42,14,13,15,63:59,4,55,https://www.transfermarkt.com.br/reggina-1914/spielplan/verein/1386/saison_id/2011
11,FC Crotone,42,13,15,14,60:58,2,52,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2011
12,Modena FC,42,12,16,14,50:58,-8,52,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2011
13,AS Bari,42,14,14,14,47:48,-1,50,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2011
14,US Grosseto FC,42,11,16,15,47:60,-13,49,https://www.transfermarkt.com.br/us-grosseto-1912/spielplan/verein/4333/saison_id/2011
15,Ascoli Calcio 1898,42,15,11,16,47:50,-3,49,https://www.transfermarkt.com.br/ascoli-calcio/spielplan/verein/408/saison_id/2011
16,AS Cittadella,42,13,9,20,51:64,-13,48,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2011
17,AS Livorno,42,12,12,18,49:49,0,48,https://www.transfermarkt.com.br/as-livorno/spielplan/verein/1210/saison_id/2011
18,FC Empoli,42,12,11,19,48:59,-11,47,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2011
19,Vicenza Calcio,42,10,14,18,43:61,-18,44,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2011
20,ASG Nocerina,42,10,10,22,52:71,-19,40,https://www.transfermarkt.com.br/nocerina-1910/spielplan/verein/4114/saison_id/2011
21,AS Gubbio 1910,42,7,11,24,37:69,-32,32,https://www.transfermarkt.com.br/as-gubbio-1910/spielplan/verein/4326/saison_id/2011
22,UC AlbinoLeffe,42,6,12,24,39:69,-30,30,https://www.transfermarkt.com.br/uc-albinoleffe/spielplan/verein/4541/saison_id/2011
