position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Besiktas JK,34,25,4,5,75:35,40,79,https://www.transfermarkt.com.br/besiktas-istanbul/spielplan/verein/114/saison_id/2015
2,Fenerbahce,34,22,8,4,60:27,33,74,https://www.transfermarkt.com.br/fenerbahce-istanbul/spielplan/verein/36/saison_id/2015
3,Konyaspor,34,19,9,6,44:33,11,66,https://www.transfermarkt.com.br/konyaspor/spielplan/verein/2293/saison_id/2015
4,Basaksehir FK,34,16,11,7,54:36,18,59,https://www.transfermarkt.com.br/istanbul-basaksehir-fk/spielplan/verein/6890/saison_id/2015
5,Osmanlispor FK,34,14,10,10,52:36,16,52,https://www.transfermarkt.com.br/ankaraspor/spielplan/verein/2944/saison_id/2015
6,Galatasaray,34,13,12,9,69:49,20,51,https://www.transfermarkt.com.br/galatasaray-istanbul/spielplan/verein/141/saison_id/2015
7,Kasimpasa,34,14,8,12,50:40,10,50,https://www.transfermarkt.com.br/kasimpasa/spielplan/verein/10484/saison_id/2015
8,Akhisar Belediyespor,34,11,13,10,42:41,1,46,https://www.transfermarkt.com.br/akhisarspor/spielplan/verein/19771/saison_id/2015
9,Antalyaspor,34,12,9,13,53:52,1,45,https://www.transfermarkt.com.br/antalyaspor/spielplan/verein/589/saison_id/2015
10,Genclerbirligi Ankara,34,13,6,15,42:42,0,45,https://www.transfermarkt.com.br/genclerbirligi-ankara/spielplan/verein/820/saison_id/2015
11,Bursaspor,34,13,5,16,47:55,-8,44,https://www.transfermarkt.com.br/bursaspor/spielplan/verein/20/saison_id/2015
12,Trabzonspor,34,12,4,18,40:59,-19,40,https://www.transfermarkt.com.br/trabzonspor/spielplan/verein/449/saison_id/2015
13,Caykur Rizespor,34,9,10,15,39:48,-9,37,https://www.transfermarkt.com.br/caykur-rizespor/spielplan/verein/126/saison_id/2015
14,Gaziantepspor,34,9,9,16,31:50,-19,36,https://www.transfermarkt.com.br/gaziantepspor/spielplan/verein/524/saison_id/2015
15,Kayserispor,34,7,13,14,25:41,-16,34,https://www.transfermarkt.com.br/kayserispor/spielplan/verein/3205/saison_id/2015
16,Sivasspor,34,6,13,15,34:48,-14,31,https://www.transfermarkt.com.br/sivasspor/spielplan/verein/2381/saison_id/2015
17,Eskisehirspor,34,8,6,20,39:64,-25,30,https://www.transfermarkt.com.br/eskisehirspor/spielplan/verein/825/saison_id/2015
18,Mersin Idmanyurdu,34,5,6,23,31:71,-40,21,https://www.transfermarkt.com.br/mersin-idmanyurdu/spielplan/verein/3216/saison_id/2015
